id,fold,type,label,text1,text2
because-CHRG-110hhrg44900-2.ann-E59,3,Consequence,obstruct,a regulatory model,interfering with the type of market discipline that Mr. Greenspan believes is so critical to the health of our capital markets
because-1855648.ann-E37,4,Motivation,cause,he was under guardianship,he had been prevented from voting
because-wsj_1455.ann-E4,5,Motivation,cause,the holidays,sell a foot-tall chocolate model of the center
because-1853957.ann-E9,6,Purpose,cause,prepare bills for final approval,House and Senate conference committees worked behind closed doors
because-wsj_1611.ann-E8,7,Motivation,cause,the Manufacturers Hanover Corp. unit attempts to force such a plan through the court,a ``volcano'' of litigation
because-CHRG-110hhrg44900-2.ann-E20,8,Purpose,cause,prevent systemic risk,take certain actions
because-20020731-nyt.ann-E120,9,Motivation,cause,that price,Most bidders dropped out
because-CHRG-110hhrg44900-2.ann-E50,0,Consequence,cause,the servicers are the ones who make the decisions,they can't do very much good
because-wsj_1450.ann-E26,1,Consequence,cause,The shift of retailing to large shopping centers,even greater economies of scale for providing low-crime business environments
because-1852142.ann-E16,2,Consequence,cause,the initiative leads to more serious efforts by the U.S. and by key developing countries,"it will in fact breathe life into the whole enterprise aimed at protecting the planet, including Kyoto"
because-wsj_0184.ann-E9,3,Purpose,cause,ward off unwanted suitors,The company earlier this year adopted a shareholder-rights plan
because-1845580.ann-E5,4,Purpose,cause,try to avoid the chaos that has ravaged Iraq,Mr. Giuliani called for a hybrid force whose role would be to provide stabilization and help rebuilding
because-CHRG-110hhrg44900-1.ann-E52,5,Consequence,cause,the financial strength,withstand conditions of extreme market stress
because-1845580.ann-E2,6,Consequence,cause,the war stretches into its fifth year,the Army is increasingly stretched thin
because-1854017.ann-E6,7,Motivation,cause,he is not authorized to speak to journalists,who requested anonymity
because-wsj_1506.ann-E13,8,Consequence,cause,the notification guideline,hesitation and uncertainty on the part of U.S. intelligence and military operatives in Panama
because-wsj_1603.ann-E18,9,Consequence,cause,district authorities,him resume manufacturing
because-20020731-nyt.ann-E26,0,Purpose,cause,"meetings with fellow foreign ministers aimed at solidifying a second front, in Southeast Asia, in the campaign against global terrorism",Secretary of State Colin Powell arrived here on Tuesday night
because-1853336.ann-E3,1,Consequence,cause,"the State Department imposed sanctions on Sukhoi -- a Boeing partner even at the time, though a company better known as a maker of fighter jets -- for doing business in Iran",Talks between Aeroflot and Boeing stalled last fall
because-1852197.ann-E37,2,Motivation,cause,"I have a video of six Iraqi officers placing a bomb against my soldiers, and they came from your station",there is distrust
because-wsj_1103.ann-E1,3,Consequence,cause,a high-risk bet on interest rates backfired,"Boston Co., the upper-crust financial services concern that was rocked by a management scandal late last year, has had a sharp drop in profitability"
because-CHRG-110hhrg44900-1.ann-E20,4,Motivation,cause,that reason,I look forward to hearing from today's witnesses about what we can do to provide for an orderly resolution in the event a large financial institution fails
because-1851266.ann-E14,5,Consequence,cause,longer the negotiations continue,less time there will be to push the deal through before the Bush administration draws to a close
because-1853106.ann-E4,6,Consequence,cause,the abduction in Milan,Mr. Nasr was jailed for four years in Egypt where he was tortured
because-1852142.ann-E2,7,Purpose,cause,"iron out particular issues -- say, how to limit tropical deforestation or clean up heavily emitting industries",working with relatively small groups of countries and industries
because-1852711.ann-E3,8,Purpose,cause,disperse them,who used tear gas
because-wsj_1628.ann-E6,9,Purpose,cause,help lay the groundwork for that fight,President Bush plans early next week to meet at the White House with some 20 Democratic senators who favor cutting the capital-gains tax or are undecided on the issue
because-wsj_0184.ann-E4,0,Motivation,cause,few jobs will end up being eliminated,some analysts questioned how much of an impact the retirement package will have
because-1851266.ann-E9,1,Consequence,cause,a voluntary moratorium on testing nuclear weapons be converted into a legally binding commitment,the United States could withdraw nuclear fuel supplies if India decided to test another nuclear weapon
because-1854364.ann-E11,2,Consequence,cause,draft laws,improve prospects for reconciliation
because-CHRG-110hhrg44900-1.ann-E70,3,Consequence,cause,they fail,some institutions can have a systemic impact
because-wsj_1506.ann-E9,4,Consequence,cause,that would violate classification rules,the committee couldn't defend itself by making the documents public
because-wsj_0120.ann-E8,5,Consequence,cause,diaper covers with Velcro fasteners that eliminate the need for safety pins,the move to cloth
because-1821517.ann-E6,6,Purpose,cause,make his charges about the administration,he appeared on the NBC news program ``Meet the Press'' on July 7
because-wsj_1874.ann-E19,7,Purpose,cause,raise cash to pay damage claims,sell portions of their municipal portfolios
because-wsj_1041.ann-E8,8,Motivation,cause,a combination of conservative safety standards and red tape,the medical establishment has waited two years to approve adult treatments for pediatric uses
because-1851302.ann-E11,9,Consequence,cause,The earlier figure,roughly the same number of workers who now cross illegally obtain guest status
because-NYTnewswire4.ann-E6,0,Purpose,cause,play well this season,we have to let last season go
because-1854575.ann-E1,1,Consequence,cause,a 1921 law,hire multiple contractors on public works projects municipalities
because-CHRG-110hhrg44900-1.ann-E33,2,Purpose,cause,investment banks who borrow from the Fed's discount window in various facilities do not get a free pass,The Roundtable proposal would also expand the authority of the Federal Reserve
because-CHRG-110hhrg44900-1.ann-E139,3,Motivation,cause,we should be moving to empower the Federal Reserve to have regulatory authority over a wide range of financial institutions,recognition of the fact that they have a systemic impact and that the current situation puts the Fed in an untenable position of being given a set of expectations to respond when it doesn't have the full panoply of tools to respond
because-1855590.ann-E4,4,Consequence,cause,"Al Qaeda in Mesopotamia and other groups have made it their deadliest base of operations, supplanting Anbar Province",Diyala has emerged as a center of the Sunni Arab insurgency
because-1855590.ann-E5,5,Motivation,cause,Sunni Arab tribes joined forces with the Americans to drive out Qaeda fighters,Violence in Anbar dropped
because-1852142.ann-E17,6,Motivation,cause,the initiative,more serious efforts by the U.S. and by key developing countries
because-wsj_1628.ann-E9,7,Consequence,cause,The Packwood plan,individuals exclude from income 5% of the gain from the sale of a capital asset held for more than one year
because-wsj_1963.ann-E7,8,Consequence,cause,The bill must be enacted,the cuts can be restored
because-CHRG-110hhrg44900-2.ann-E41,9,Motivation,cause,holding this very important hearing today,thank you
because-wsj_2125.ann-E4,0,Consequence,cause,The pricing will become more realistic,management
because-wsj_1540.ann-E8,1,Motivation,cause,political and economic uncertainty,New York City bonds were sold off by many investors last week
because-20020731-nyt.ann-E136,2,Consequence,cause,"This ""monetized"" the coin",it legal tender
because-wsj_1457.ann-E2,3,Consequence,cause,he holds a comfortable 20-point lead in most of the public-opinion polls,"Mr. Dinkins, the Manhattan borough president, can afford more bumbling and stumbling"
because-wsj_1296.ann-E3,4,Consequence,cause,a two-year federal investigation of insider trading and securities fraud on Wall Street,These
because-1821059.ann-E29,5,Motivation,cause,he comes to Iraq,He has 40 guards to protect him
because-wsj_1506.ann-E15,6,Motivation,cause,fear they may get into legal trouble,reluctant to even listen to coup plans
because-20020731-nyt.ann-E126,7,Motivation,cause,their face value was twice that of the original $10 gold piece,They were called double eagles
because-wsj_1455.ann-E14,8,Consequence,cause,some efforts to conserve energy by sealing buildings,high indoor pollution
because-1854675.ann-E7,9,Consequence,obstruct,Israel sealing off the Israeli-occupied West Bank from the infection of Gaza,contact between them
because-CHRG-110hhrg44900-2.ann-E5,0,Consequence,cause,we we can do,that the infrastructure is working as well as possible
because-CHRG-110hhrg44900-1.ann-E129,1,Consequence,obstruct,too big,fail
because-1822572.ann-E14,2,Consequence,cause,the new organization,the service employees a more potent political force
because-CHRG-110hhrg44900-2.ann-E53,3,Motivation,cause,being with us,"thank you, Secretary Paulson and Chairman Bernanke"
because-1854017.ann-E11,4,Consequence,cause,"we have other resources, we have 20,000 troops on each side of the river","Militarily, for the coalition, knocking down the bridge may or may not have significance"
