id,fold,label,target,text
irish-699,9,neg,Fianna Fail,made for Fianna Fail ge11 watch follow him and retweet at will
irish-496,0,neg,Gerry Adams,Gerry Adams interview on RTE a mess . Same old mantra and no grasp of economics
irish-1845,1,neu,Brian Cowen,Irish PM Confirms He Will Stay On As Leader
irish-1635,2,neu,Sinn Fein,First Sinn Fein/Tech Group motion of no confidence then Labour now Fine Gael follows SF/Tech lead .
irish-2119,3,neu,Brian Cowen,Promote Yourself ! Cowen denies Drumm claims about Anglo deposit : Taoiseach Brian Cowen to . Business Ireland
irish-368,4,neg,Brian Cowen,Cowen's problems persist : This week has gone from bad to worse for An Taoiseach Brian Cowen as his party and gov .
irish-240,5,neg,Fianna Fail,Alan Ahearn trotting out the Fianna Fail Line sharing with Frank Fahy
irish-2028,6,neu,John Gormley,Met John Gormley out canvessing 10mins ago Said Taoiseach had just rang him and that everything was in a shambles . ge11
irish-747,7,neg,Gerry Adams,Okay so there's a teeny tiny chance Gerry Adams could be sitting in the next Dil . Somebody hand me my passport .!
irish-1411,8,neu,Fine Gael,Classic ! - Taoiseach rules out no confidence motion on grounds that even Fine Gael thought it was ' stupid ' ge11 ffheave dail
irish-1465,9,neu,Fine Gael,Donal's bagged an invite on the flaky pretence that he once had the ear of the previous Fine Gael incumbent . Something about a grey squirrel .
irish-626,0,neg,Fianna Fail,Is Fianna Fail's new strategy to provoke the electorate into a Jonestown type mass suicide ? IN THE NAME OF GOD JUST F**KING GO ! ffheave
irish-367,1,neg,Fianna Fail,Cowen's now in charge of the Depts of Taoiseach Foreign Affairs and Health . Did someone piss in the Fianna Fail talent pool or something ?
irish-936,2,neg,Gerry Adams,will Gerry Adams . Bono . Sean Quinn irish PM etc still support their pal blair to conceal his roe in Iraq Genocide ? / truthout
irish-2466,3,pos,Eamon Gilmore,Eamon Gilmore is showing real leadership here ! Where has Enda Kenny been all weekend ?!? ge11
irish-1213,4,neu,John Gormley,EBMgt Green Party leader John Gormley has said his party was given no indication that five senior ministers wou .
irish-2092,5,neu,Sinn Fein,P . S . O'Hegarty ( 1879-1955 ) Sinn Fein Fenian ( Anthem Nineteenth-Century Seri .
irish-442,6,neg,Fianna Fail,Fianna Fail(ed ) Cowens Pays Price : Even a few weeks grace is too much for the Irish opposition . They want to s .
irish-2546,7,pos,Eamon Gilmore,Met Eamon Gilmore leader of Irish Labour Party today campaigned 4 fishfight ge11 isn't all about fishy bankers&developers
irish-149,8,neg,Fianna Fail,Sevre90210 Trolling my mom about Fianna Fail . It was a sight to behold .
irish-1687,9,neu,Gerry Adams,Gerry Adams sees Ireland united in his lifetime
irish-1013,0,neu,Fine Gael,ctokelly Maybe the evil hackers got it - who were the ones to got into the Fine Gael website ?
irish-280,1,neg,John Gormley,BREAKING : John Gormley complains that nobody wants to know what HE thinks . ffheave
irish-2437,2,pos,Eamon Gilmore,As the Celtic Tiger sleeps Brian Cowen's departure will not be missed . A chance for Eamon Gilmore and Irish labour Party ?
irish-641,3,neg,Gerry Adams,Jean McConville's daughter to run in ge11 ? Fair play if she does hope she can keep Gerry Adams out of the Dil .
irish-1454,4,neu,Sinn Fein,Delighted that my good friend Cllr Seamus Morris Mayor of Nenagh was selected as the Sinn Fein candidate for North Tipperary today Nenagh .
irish-1446,5,neu,Brian Cowen,Cowen : Brian Lenihan has been totally supportive of decision to lead party into next election . twip ffheave
irish-2111,6,neu,Fianna Fail,Poll : Will changing leader encourage you to vote Fianna Fail .: Poll : Will changing leader encourage you to vo .
irish-2076,7,neu,Fine Gael,NY Times on yesterday's fiasco Fine Gael centre and Labour left-wing ?
irish-345,8,neg,Sinn Fein,Can't wait for election canvassing to start I've a whole set of questions & a door slam routineNEVER knock on this door againfor Sinn Fein
irish-1909,9,neu,Gerry Adams,Jim Corr to predict that Gerry Adams will be next Taoiseach !
irish-1064,0,neu,Brian Cowen,JessTheCatHoran yeah but like I dint know Brian cowen is Taoiseach one day but not the next ?
irish-1548,1,neu,Fianna Fail,Fianna Fail battle intensifies ahead of vote -
irish-1936,2,neu,John Gormley,John Gormley to speak to his party about the resignations later today
irish-805,3,neg,Sinn Fein,Sinn Fein better hide Adams until after election . An economic illiterate . I suppose they shud pull a kenny
irish-2443,4,pos,Brian Cowen,BBC News UK : Irish premier Cowen survives vote : Irish PM Brian Cowen survives a secret confidence vote on his l .
irish-1040,5,neu,Fine Gael,FineGaelToday Will Fine Gael be doing anything about the obscene pensions and lump sum payments that Ahern Harney & co are getting ?
irish-1255,6,neu,Fianna Fail,news Cowen denies communication problem : The Taoiseach has disputed claims that Fianna Fail would win mo . world
irish-1057,7,neu,Gerry Adams,irasocol I had my picture taken with Gerry Adams who was asked some tough questions by my student colleagues .
irish-2164,8,neu,Sinn Fein,Sinn Fein eyes end of two-party state in Republic of Ireland :: Belfast Telegraph Ireland Ulster
irish-1023,9,neu,Sinn Fein,davesusetty BeardedFeck I heard it was all part of his application to join Sinn Fein .
irish-1457,0,neu,Fianna Fail,Dermot Flanagan seeks Fianna Fail nomination to contest General Election in Mayo .
irish-1430,1,neu,Eamon Gilmore,Could this be Eamon Gilmore's election song ? Especially for Brian Cowen
irish-1417,2,neu,Fianna Fail,Confirmation : Brian Cowen will not resign as either Taoiseach or as Fianna Fail party leader .
irish-1435,3,neu,Fine Gael,Cowen is secretly in Fine Gael . He must be . He is tearing Fianna Fail down from the inside
irish-78,4,neg,Sinn Fein,jc_ie indeed . Below 15% and they could drop into sinn fein seat territory . With FG/lab coalition we could have SF as the main opposition !
irish-1397,5,neu,Sinn Fein,Can Sinn Fein win the election ?
irish-1041,6,neu,Sinn Fein,Finnyyyyy . Sinn Fein doesn't deny being Westminster abstentionists . SDLP and UUP deny being Assembly abstentionists !
irish-317,7,neg,Brian Cowen,Brian Cowen resigned 2day as leader of Fianna Fail . Not nearly what we wanted ! FF and their political ideology should be thrown out !
irish-10,8,neg,Fianna Fail,anniewestdotcom Twink's expertise in pantomimes makes her favourite for leadership in Fianna Fail is to appear on vinb tonight
irish-1743,9,neu,Fine Gael,Guests tonight - Tnaiste Mary Coughlan Minister Eamon Ryan James Reilly of Fine Gael and Labour's Roisin Shortall . rtept
irish-1141,0,neu,Eamon Gilmore,pjmallon1989
irish-1623,1,neu,Fine Gael,Fine Gael's James Reilly tells This Week that it would be unacceptable for Brian Cowen to stay if he were not FF leader
irish-951,2,neu,Sinn Fein,Snodaigh calls for an end to recruitment embargo in mental health services - Sinn Fein SOUTH WEST INNER CITY
irish-1944,3,neu,John Gormley,John Gormley : Our Patience has reached the end .
irish-1414,4,neu,Fine Gael,Cllr . Pat Burton Fine Gael candidate for Cork .
irish-1044,5,neu,Sinn Fein,gavreilly That he's rejoining Sinn Fein ?!
irish-898,6,neg,Sinn Fein,Trending : [ Politics ] Why the disregard of Sinn Fein ?
irish-1199,7,neu,Fianna Fail,VCurrentAffairs I'm just waiting for Jim Corr . Hoping he'll out Fianna Fail as the Illuminati . Or even Tubs . : 0 ) latelate
irish-123,8,neg,Fine Gael,NoreenBowden Has everyone in Ireland got selective memory ? Am I only one who remembers how Fine Gael/Lab also have encouraged emigration ?
irish-1670,9,neu,Gerry Adams,Gerry Adams and Michelle Gildernew have now arrived at the church
irish-130,0,neg,Sinn Fein,PearseDoherty will you please learn how to pronounce the word Dail it's not fucking difficult ! Dirty deals sinn fein scum
irish-1456,1,neu,Fianna Fail,Dermot Flanagan reverses decision to run for Fianna Fail in Mayo ? after three days .
irish-1531,2,neu,Sinn Fein,ESCAPE NIGHT - Sinn Fein SOUTH WEST INNER CITY
irish-1690,3,neu,Gerry Adams,Gerry Adams : ' Its time to let the people have their say .' ge11 ffheave
irish-1324,4,neu,Fine Gael,Banking expert Peter Mathews running for Fine Gael in Dublin South ge11
irish-1624,5,neu,Fine Gael,Fine Gael's James Reilly tells This Week that it would be unacceptable for Brian Cowen to stay on as Taoiseach if he were not FF leader
irish-2572,6,pos,Sinn Fein,Sinn Fein too have one seat in cyavanmonaghan but clever selection of running mate and DohertyDrive gives SF a great chance of two seats
irish-901,7,neg,John Gormley,John Gormley's twitter feel free to give him some advice .
irish-581,8,neg,Fine Gael,I'm no designer but I think even I could come up with a better poster than Fine Gael's most recent attempt .
irish-437,9,neg,Fianna Fail,Fianna Fail were behind 9-11
irish-2089,0,neu,Fine Gael,Opposition parties call for immediate election : Fine Gael leader Enda Kenny has called on Taoiseach Brian Cowen .
irish-1708,1,neu,Brian Cowen,Globe and Mail Brian Cowen insists he has support of FF RTE . ie Taoiseach Brian Cowen says he has the support to lead ?
irish-28,2,neg,Sinn Fein,CiaranByrne popcornhack Dear God how can RTE justify this platform for Sinn Fein ?
irish-561,3,neg,John Gormley,I have named my mouth ulcer John Gormley
irish-268,4,neg,Fianna Fail,At least he wasn't cynical enough to go into government with fianna fail and mortgage the future of a generation !
irish-552,5,neg,Fianna Fail,I can't look at the news anymore without getting ridiculously angry at Fianna Fail
irish-2330,6,neu,John Gormley,we have decided we can no longer remain in government john gormley ge11
irish-2528,7,pos,Eamon Gilmore,is the most popular party at 29% . The next Taoiseach Eamon Gilmore will make a statement at 5.30 ge11
irish-1678,8,neu,Gerry Adams,Gerry Adams is resigning his seat in parliament . Amusingly the only way to leave your seat is to be employed by the crown .
irish-642,9,neg,Fine Gael,Jeebus I just saw Fine Gael's dowloadable poster . Really ? I thought it was a piss take .
irish-2246,0,neu,Brian Cowen,Taoiseach Cowen vows to fight on - U . TV - ReutersTaoiseach Cowen vows to fight onU . TVBeleaguered Taoiseach Brian Cow .
irish-2552,1,pos,Brian Cowen,O ? Keeffe supporting Cowen : Batt O'Keeffe
irish-921,2,neg,Fianna Fail,When you fianna fail to prepare you prepare to fianna fail
irish-1506,3,neu,Eamon Gilmore,Eamon Gilmore says no confidence could be dropped if Govt indicated Finance Bill would pass this week & Dail dissolved Friday ge11
irish-2377,4,pos,Sinn Fein,CllrQuinlivan Labour and stickie influence in RTE trying to silence Sinn Fein ! Delighted Leo can't abide Labour
irish-2456,5,pos,Brian Cowen,Brian Cowen : Fianna Fail Leader Wins Vote Of Confidence By Party | Politics | Sky News
irish-2153,6,neu,Fine Gael,Shane Ross ran for Fine Gael in Wicklow in the 1992 election .
irish-2070,7,neu,Sinn Fein,No Sinn Fein again ? rtept ge11
irish-535,8,neg,Fine Gael,Haven't Fine Gael learned their lesson about running finance experts in Dublin South ? ge11
irish-1408,9,neu,Brian Cowen,Check out the Obama style poster's I made of Brian Cowen here BrianCowen
irish-1155,0,neu,Brian Cowen,roisinod it wasn't Brian Cowen was it ?
irish-2361,1,neu,Fine Gael,World : Fine Gael leader in dissidents vow -
irish-1498,2,neu,Eamon Gilmore,Eamon Gilmore on Northern Sound rules out coalition with Sinn Fein . ge11
irish-2488,3,pos,Fine Gael,Fine Gael currently hold just one seat in cyavanmonaghan and Crawford retiring but they still have very good chance of a second seat here
irish-159,4,neg,Brian Cowen,susankilkenny Ah no . Now I've pictured Brian Cowen in gladiator spandex :( My brain is a BAD BRAIN !
irish-1791,5,neu,Gerry Adams,I've just asked Gerry Adams if he's applying for the Chiltern Hundreds . He said no funnily enough . Well she-nay actually .
irish-2527,6,pos,Eamon Gilmore,Is Enda Kenny growing his hair to look more like the more popular Eamon Gilmore ?
irish-1386,7,neu,Fianna Fail,Bring on Michael Martin as leader of Fianna Fail He can rebuild the party from the grassroots up Trust a Corkman to mend a broken party !
irish-325,8,neg,Brian Cowen,Brian Cowen : I Dunno . We Might
irish-142,9,neg,Fianna Fail,rtefrontline the problem with Fianna Fail is that they have no real policies ! You can't make a viable party by getting on with the people
irish-1647,0,neu,Fianna Fail,For crying out loud FF ! I can't keep track of what we're talking about ! Follow Friday ? Fianna Fail ? Final Fantasy ? Franz Ferdinand ?
irish-184,1,neg,Sinn Fein,Cowen issues legal challenge to Sinn Fein's Caolin ffheave
irish-1601,2,neu,Fine Gael,Fine Gael say Labour motion of no confidence in the Government is ill-advised and badly timed .
irish-1953,3,neu,Eamon Gilmore,Just back from a press conference with Eamon Gilmore the Irish people do not want government to remain in office for another single day
irish-52,4,neg,Sinn Fein,dotski_w no party prefs in our poll . Two specific questions - one on abortion the other on Sinn Fein in government
irish-2155,5,neu,Eamon Gilmore,shop assistant addresses Eamon Gilmore as Mr. Gilmore . ya see there are manners still is society Sir !
irish-2584,6,pos,Brian Cowen,The Fianna Fail Parliamentary Party has voted confidence in the leadership of An Taoiseach Brian Cowen T.D.
irish-2021,7,neu,Brian Cowen,Mary Harney has resigned Brian Cowen to become Minister for Health :P ge11
irish-215,8,neg,Sinn Fein,thefrontline pearce Doherty is a spoofer ! Vote sinn fein and we loose more jobs
irish-2101,9,neu,Sinn Fein,Pearse completely told there . Sinn Fein said theyd allow the passage 2 days ago . rtefl
irish-468,0,neg,Fine Gael,Fine Gael is a party that doesn't have support in its leader thingsskearonmightsay
irish-7,1,neg,Fine Gael,alexmassie but what will replace it ? Fine Gael are not an ounce better . Both parties are largely indistinguishable
