argid,propid,text,ie
00558,00558_7_5,Rights of American Muslims not subject to tyranny abroad,[]
00558,00558_7_6,No mosque at ground zero as long as no churches in Saudi Arabia.,[]
00558,00558_7_7,Many hypothetical religious sites internationally would be offensive.,"[[""Many hypothetical religious sites"", ""would be"", ""offensive""]]"
00615,00615_3,The international community should intervene militarily in Darfur.,"[[""The international community"", ""should intervene militarily"", ""in Darfur""]]"
00615,00615_3_2,Military intervention in Darfur would worsen jihadi anti-Americanism,"[[""Military intervention in Darfur"", ""would worsen"", ""jihadi anti-Americanism""]]"
00615,00615_3_3,Sudans air-force would be a formidable threat to any intervening force,[]
00615,00615_3_5,Intervention that is coordinated by the UN is destined to fail.,"[[""Intervention that is coordinated by the UN"", ""to fail""], [""Intervention that is coordinated by the UN"", ""is destined"", ""to fail""], [""Intervention"", ""is coordinated"", ""by the UN""]]"
00615,00615_3_6,Key international powers such as Russia and China would prevent the success of any mission undertaken.,"[[""Key international powers such as China"", ""would prevent"", ""the success of any mission""], [""any mission"", ""undertaken""], [""Key international powers such as Russia"", ""would prevent"", ""the success of any mission""]]"
00615,00615_3_8,Military success in Darfur is doubtful,"[[""Military success in Darfur"", ""is"", ""doubtful""]]"
00635,00635_8,Australia should be culling kangaroos.,"[[""Australia"", ""should be culling"", ""kangaroos""]]"
00635,00635_8_1,The Code of Practice in the ACT helps ensures culls are humane.,"[[""The Code of Practice in the ACT"", ""helps"", ""ensures culls are humane""]]"
00635,00635_8_2,Commercial use of kangaroo meat and leather is unethical.,"[[""Commercial use of leather"", ""is"", ""unethical""], [""Commercial use of kangaroo meat"", ""is"", ""unethical""]]"
00635,00635_8_3,Kangaroo shooting may be preferable to culling by dart-euthanasia,"[[""Kangaroo shooting"", ""may be"", ""preferable to culling by dart-euthanasia""]]"
00635,00635_8_4,Cullings of any kind are cruel to animals.,"[[""Cullings of any kind"", ""are"", ""cruel to animals""]]"
00635,00635_8_5,Culling kangaroos is inhumane when humane alternatives exist.,"[[""humane alternatives"", ""exist""], [""Culling kangaroos"", ""is"", ""inhumane"", ""when humane alternatives exist""]]"
00635,00635_8_6,The meat and skin of culled Kangaroos will not be wasted.,"[[""skin of culled Kangaroos"", ""will not be wasted""], [""The meat"", ""will not be wasted""]]"
00635,00635_8_7,A Kangaroo culling would humanely prevent a population crash,"[[""A Kangaroo culling"", ""would humanely prevent"", ""a population crash""]]"
00635,00635_8_8,The RSPCAs support for a culling hints that it is in the long-term interests of Kangaroos.,"[[""it"", ""is"", ""in the long-term interests of Kangaroos""]]"
00635,00635_8_9,Kangaroos are killed for commercial purposes without complaint,"[[""Kangaroos"", ""are killed"", ""for commercial purposes""]]"
00728,00728_4,The US Congress should adopt financial reform legislation.,"[[""The US Congress"", ""should adopt"", ""financial reform legislation""]]"
00728,00728_4_1,Regulation limits risk and sustains consistent economic growth,"[[""Regulation"", ""sustains"", ""consistent economic growth""]]"
00728,00728_4_10,"Too much, not too little, govt regs responsible for US crisis",[]
00728,00728_4_2,Financial regulatory bureaucracy risks future crises/bailouts,"[[""Financial regulatory bureaucracy risks"", ""future"", ""crises/bailouts""]]"
00728,00728_4_3,Free market constrains risk-taking by letting banks fail,"[[""Free market"", ""constrains"", ""risk-taking""]]"
00728,00728_4_4,"Financial crises are part of free markets; govt shouldn""t over-react","[[""Financial crises"", ""are"", ""part of free markets""]]"
00728,00728_4_5,"Banks should be making market decisions, not govt","[[""Banks"", ""should be making not""]]"
00728,00728_4_6,"[[Argument: Fin. reform will stifle small business, community banks.","[[""reform"", ""will stifle"", ""small business""]]"
00728,00728_4_7,"Capitalism is wonderful, but requires regulations","[[""Capitalism"", ""requires"", ""regulations""], [""Capitalism"", ""is"", ""wonderful""]]"
00728,00728_4_8,Free market does not give free license to greed.,"[[""Free market"", ""does not give"", ""free license"", ""to greed""]]"
00728,00728_4_9,Reform gives fed reserve too much power over banks,"[[""Reform"", ""gives"", ""fed reserve"", ""too much power over banks""]]"
00804,00804_9,"""Clean coal"" should be a major part of plans to fight global warming.","[[""Clean coal"", ""should be"", ""a major part of plans""]]"
00804,00804_9_1,Enhanced Oil Recovery has only been done on a small scale,"[[""Enhanced Oil Recovery"", ""has been done""]]"
00804,00804_9_2,Coal plant waste gases can be used for Enhanced Oil Recovery,"[[""Coal plant waste gases"", ""can be used"", ""for Enhanced Oil Recovery""]]"
00804,00804_9_3,Excess CO2 in oil and gas reserves will have to be burned off.,"[[""Excess CO2 in gas reserves"", ""to be burned off""], [""Excess CO2 in oil reserves"", ""to be burned off""]]"
00843,00843_5,"Coca leaf growth, product-development, and chewing should be legal.","[[""Coca chewing"", ""should be"", ""legal""], [""Coca product - development"", ""should be"", ""legal""], [""Coca leaf growth"", ""should be"", ""legal""]]"
00843,00843_5_1,Coca in its natural state is not a narcotic,"[[""Coca in its natural state"", ""is not"", ""a narcotic""]]"
00843,00843_5_10,Coca is narcotic because cocaine can be readily extracted.,"[[""cocaine"", ""can be readily extracted""], [""Coca"", ""is"", ""narcotic"", ""because cocaine can be readily extracted""]]"
00843,00843_5_11,Coca chewing is a habit not an addiction.,"[[""Coca chewing"", ""is"", ""a habit not""]]"
00843,00843_5_12,"Coca chewing is milder than caffeine, nicotine, etc","[[""Coca chewing"", ""is"", ""milder than caffeine, nicotine, etc""]]"
00843,00843_5_13,"Coca chewing can help relieve hunger, fight obesity.","[[""Coca chewing"", ""can help"", ""relieve hunger""]]"
00843,00843_5_14,Coca has no negative health effects.,"[[""Coca"", ""has"", ""no negative health effects""]]"
00843,00843_5_15,Cocaine is most produced where coca is legal.,"[[""coca"", ""is"", ""legal""], [""Cocaine"", ""is produced"", ""where coca is legal""]]"
00843,00843_5_2,"Component parts of other drugs aren""t banned.","[[""Component parts of other drugs aren"", ""banned""]]"
00843,00843_5_3,Coca is not cocaine.,"[[""Coca"", ""is not"", ""cocaine""]]"
00843,00843_5_4,Coca cannot be disassociated with cocaine.,"[[""Coca"", ""can not be disassociated"", ""with cocaine""]]"
00843,00843_5_5,Coca consumption is most akin to caffeine use.,"[[""Coca consumption"", ""is"", ""most akin to caffeine use""]]"
00843,00843_5_6,Chewing coca has therapeutic value for various ailments.,"[[""Chewing coca"", ""has"", ""therapeutic value for various ailments""]]"
00843,00843_5_7,Coca is not like caffeine/nicotine due to alternative use.,"[[""Coca"", ""is not"", ""like caffeine/nicotine""]]"
00843,00843_5_8,Coca chewing is bad for human health.,"[[""Coca chewing"", ""is"", ""bad"", ""for human health""]]"
00843,00843_5_9,Chewing coca offers an energy boost.,"[[""Chewing coca"", ""offers"", ""an energy boost""]]"
00871,00871_6,The veto powers of the permanent members of the UN Security Council should be abolished.,"[[""The veto powers of the permanent members of the UN Security Council"", ""should be abolished""]]"
00871,00871_6_1,Germany should receive UN Security Council veto power,"[[""Germany"", ""should receive"", ""UN Security Council veto power""]]"
00871,00871_6_10,The General Assembly should be able to overrule a UN SC veto,"[[""The General Assembly"", ""to overrule"", ""a UN SC veto""], [""The General Assembly"", ""should be"", ""able to overrule a UN SC veto""]]"
00871,00871_6_2,Expanding UN SC veto would increase unilateral military actions,"[[""Expanding UN SC veto"", ""would increase"", ""unilateral military actions""]]"
00871,00871_6_3,Voluntary limitations of UN SC veto to only enforcement would not work,"[[""Voluntary limitations of UN SC veto"", ""would not work""]]"
00871,00871_6_4,"Australia doesn""t deserve a UN SC veto","[[""Australia doesn\""t"", ""deserve"", ""a UN SC veto""]]"
00871,00871_6_5,"UN SC veto need not be abolished, but extended to more countries.","[[""UN"", ""extended"", ""to more countries""], [""UN SC veto"", ""need not be abolished""]]"
00871,00871_6_6,UN reform will not solve problem of states acting in self interest,"[[""states"", ""acting"", ""in self interest""], [""UN reform"", ""will not solve"", ""problem of states""]]"
00871,00871_6_7,Extending UN SC veto to more countries would reduce UN effectiveness,"[[""Extending UN SC veto to more countries"", ""would reduce"", ""UN effectiveness""]]"
00871,00871_6_8,Extension of UN SC veto power to other countries will be resisted by current veto holders.,"[[""Extension of UN SC veto power to other countries"", ""will be resisted"", ""by current veto holders""]]"
00871,00871_6_9,"Abolishing UN SC veto won""t solve broader problems in UN SC","[[""t"", ""solve"", ""broader problems in UN SC""], [""Abolishing UN SC veto"", ""won"", ""t solve broader problems in UN SC""]]"
00899,00899_4,"Govts should mandate that people buy private health insurance, or face penalties.","[[""people"", ""buy"", ""private health insurance, or face penalties""], [""Govts"", ""should mandate"", ""that people buy private health insurance, or face penalties""]]"
00899,00899_4_1,Mandates will not produce universal care as many will not comply,"[[""Mandates"", ""will not produce"", ""universal care"", ""as many""]]"
00899,00899_4_2,Mandates are best way to get to universal coverage,"[[""Mandates"", ""are"", ""best way to get to universal coverage""]]"
00899,00899_4_3,General statements in favor of health insurance mandates,[]
00899,00899_4_4,"Premise of insurance mandates, that health care is a right, is false","[[""health care"", ""is"", ""false""]]"
00942,00942_3,Geothermal energy should be a major part of plans to combat global warming.,"[[""Geothermal energy"", ""should be"", ""a major part of plans""]]"
00942,00942_3_1,Geothermal heat pumps can encounter significant maintenance problems.,"[[""Geothermal heat pumps"", ""can encounter"", ""significant maintenance problems""]]"
00942,00942_3_2,Geothermal maintains superior interior air quality.,"[[""Geothermal"", ""maintains"", ""superior interior air quality""]]"
00942,00942_3_3,Geothermal pumps require no external electricity source.,"[[""Geothermal pumps"", ""require"", ""no external electricity source""]]"
00952,00952_2,An international ban on landmines is justified. The USA and other non-signatories should join.,"[[""An international ban on landmines"", ""is justified""], [""other non-signatories"", ""should join""], [""The USA"", ""should join""]]"
00952,00952_2_1,"Only US uses ""smart mines"", so its irrelevant to international law","[[""Only US"", ""uses"", ""smart mines\"", so its irrelevant to international law""]]"
00952,00952_2_2,Mine Ban Treaty fails to distinguish between different kinds of mines.,"[[""Mine Ban Treaty"", ""to distinguish"", ""between different kinds of mines""], [""Mine Ban Treaty"", ""fails"", ""to distinguish between different kinds of mines""]]"
00952,00952_2_3,"""Smart mines"" almost never fail to self-destruct","[[""Smart mines"", ""almost never fail"", ""to self-destruct""]]"
00952,00952_2_4,"""Smart mines"" address most arguments against landmines",[]
00952,00952_2_5,"Not all ""smart mines"" will work as designed.","[[""Not all \""smart mines"", ""will work""]]"
