pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
00009_2#00009_2_3,00009,00009_2,00009_2_3,Social networking sites are generally beneficial to our world.,It is unethical for social network sites to use personal information to enable advertisers to better target you as a consumer.,-1,0.9785294156596072,0.2688295998846128
00113_9#00113_9_1,00113,00113_9,00113_9_1,Natural gas is a good energy source for the 21st century.,Natural gas engines are as efficient as gasoline engines.,1,0.0006269257136257049,0.9083280324057104
00113_9#00113_9_2,00113,00113_9,00113_9_2,Natural gas is a good energy source for the 21st century.,Natural gas hardly reduces emissions compared to gasoline and diesel.,-1,0.963838291755376,0.003620961788034185
00113_9#00113_9_3,00113,00113_9,00113_9_3,Natural gas is a good energy source for the 21st century.,"NGVs may reduce emissions, but still contribute to global warming",-1,0.006429400334951282,0.3808170288576372
00113_9#00113_9_4,00113,00113_9,00113_9_4,Natural gas is a good energy source for the 21st century.,"Natural gas vehicles reduce emissions, fight global warming",1,0.0018241225613666208,0.8703048956027727
00113_9#00113_9_5,00113,00113_9,00113_9_5,Natural gas is a good energy source for the 21st century.,Natural gas vehicles are commercial viable now,1,0.0008663768568386661,0.8760553870234576
00113_9#00113_9_6,00113,00113_9,00113_9_6,Natural gas is a good energy source for the 21st century.,Natural gas vehicle fuel tanks are very strong and safe,1,0.0004780047014616426,0.9073546217063403
00113_9#00113_9_7,00113,00113_9,00113_9_7,Natural gas is a good energy source for the 21st century.,0-emissions vehicles superior to natural gas ones,-1,0.000944454425428064,0.9458161150720926
00187_1#00187_1_1,00187,00187_1,00187_1_1,The 2009 US economic stimulus package is a good plan to combat recession.,2009 US stimululs can be paid for by more progressive taxes,1,0.024569746620715146,0.8030151951857225
00187_1#00187_1_2,00187,00187_1,00187_1_2,The 2009 US economic stimulus package is a good plan to combat recession.,"Spending got US into crisis, won""t get it out",-1,0.9237451519417486,0.027052337377679137
00187_1#00187_1_3,00187,00187_1,00187_1_3,The 2009 US economic stimulus package is a good plan to combat recession.,"Stimulus increases debt, inflation, interest rates, harms economy",-1,0.9233393827722421,0.09350861751155472
00187_1#00187_1_4,00187,00187_1,00187_1_4,The 2009 US economic stimulus package is a good plan to combat recession.,Adding to debt/deficit to fight recession is justified,1,0.5893319536917008,0.9321972804035215
00262_3#00262_3_1,00262,00262_3,00262_3_1,EU arms sales to China are justifiable.,The arms ban is an anachronism.,1,0.4660785170665871,0.00023888259070876873
00262_3#00262_3_2,00262,00262_3,00262_3_2,EU arms sales to China are justifiable.,The European Union should maintain the ban as a continued expression of disapproval for the Tienanmen square massacre and its legacy in modern China.,-1,0.6563449402366476,0.3737306868802816
00262_3#00262_3_3,00262,00262_3,00262_3_3,EU arms sales to China are justifiable.,"China has changed over the past fifteen years, becoming more open to the world and more open domestically.",1,0.020883629641461957,0.46613499802221986
00460_18#00460_18_1,00460,00460_18,00460_18_1,Obama does deserve a second term.,"Obama doesn""t have a serious debt plan.",-1,0.2520421535413589,0.00918979909982104
00460_18#00460_18_10,00460,00460_18,00460_18_10,Obama does deserve a second term.,Obama deficit plan wrongly calls for higher taxes on wealthy.,-1,0.8564519663329049,0.008153225695207307
00460_18#00460_18_2,00460,00460_18,00460_18_2,Obama does deserve a second term.,Obama advocates balance of spending cuts and tax increases.,1,0.03664530253172692,0.3399721048859898
00460_18#00460_18_3,00460,00460_18,00460_18_3,Obama does deserve a second term.,Obama rightly asks wealthy to pay fairer share in taxes,1,0.07312411291034672,0.6793527124118309
00460_18#00460_18_4,00460,00460_18,00460_18_4,Obama does deserve a second term.,Obamas leadership on debt was sabotaged by Congressional GOP,1,0.8587231424016064,0.020280842815756213
00460_18#00460_18_5,00460,00460_18,00460_18_5,Obama does deserve a second term.,Obama has taken steps to combat US debt/deficit.,1,0.06485547702227507,0.17764589076889695
00460_18#00460_18_6,00460,00460_18,00460_18_6,Obama does deserve a second term.,Launched initiatives to fight tax evasion.,1,0.0006297598638428749,0.005469739830173452
00460_18#00460_18_7,00460,00460_18,00460_18_7,Obama does deserve a second term.,Ensured taxpayers recovered bailouts to banks and companies.,1,2.6720896806279e-06,0.001458357310493436
00460_18#00460_18_8,00460,00460_18,00460_18_8,Obama does deserve a second term.,Obama is out of sync with the demands of Americas debt,-1,0.9159288918037964,0.010974557108721633
00460_18#00460_18_9,00460,00460_18,00460_18_9,Obama does deserve a second term.,"You can""t solve deficit by just getting rid of waste/fraud.",1,0.05842372053212878,0.007328988024860143
00474_1#00474_1_1,00474,00474_1,00474_1_1,Keystone US-Canada oil pipeline is good.,"Keystone XL replaces lost supplies from Venezuela, Mexico.",1,0.5611333192186578,0.03606035329854807
00474_1#00474_1_2,00474,00474_1,00474_1_2,Keystone US-Canada oil pipeline is good.,Keystone XL helps US avoid buying oil from volatile regions,1,0.8099020776522377,0.08861369803879493
00474_1#00474_1_3,00474,00474_1,00474_1_3,Keystone US-Canada oil pipeline is good.,"Keystone XL will carry stranded crude from ND, MT",1,0.01713262554412584,0.0450584228181514
00474_1#00474_1_4,00474,00474_1,00474_1_4,Keystone US-Canada oil pipeline is good.,US pipeline strategically taps huge Canadian oil reserves.,1,0.00655956843081088,0.6865910107715106
00474_1#00474_1_6,00474,00474_1,00474_1_6,Keystone US-Canada oil pipeline is good.,Oil pipelines are very expensive.,-1,0.8216639042077637,0.006503963740740275
00474_1#00474_1_7,00474,00474_1,00474_1_7,Keystone US-Canada oil pipeline is good.,Keystone XL places profits before environment.,-1,0.009056084129146168,0.38110089990453216
00474_1#00474_1_8,00474,00474_1,00474_1_8,Keystone US-Canada oil pipeline is good.,"Keystone XL could create 100,000 jobs.",1,0.0037304395790400723,0.8702529712538788
00496_8#00496_8_1,00496,00496_8,00496_8_1,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Cluster bombs used for targeted military targets,-1,0.0004338660339292008,0.004716394638946935
00496_8#00496_8_10,00496,00496_8,00496_8_10,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Cluster bombs simply kill too many civilians,1,0.0033785569717226837,0.039212309905341566
00496_8#00496_8_2,00496,00496_8,00496_8_2,An international ban on cluster bombs is justified. The US was not wrong to reject it.,"Cluster bombs inherently inaccurate, kill indiscriminate",1,0.21136062567292416,0.7283126795242209
00496_8#00496_8_3,00496,00496_8,00496_8_3,An international ban on cluster bombs is justified. The US was not wrong to reject it.,"Cluster bomb ""duds"" become de facto mines, threatening civilizations",1,0.024390239066264943,0.9100251963092344
00496_8#00496_8_4,00496,00496_8,00496_8_4,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Dud rates in cluster bombs are far too high.,1,0.006657266457273498,0.07264985049223152
00496_8#00496_8_5,00496,00496_8,00496_8_5,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Substitutes for cluster bombs in combat have similar costs,-1,0.051279007942640065,0.7556246104985697
00496_8#00496_8_6,00496,00496_8,00496_8_6,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Cluster bombs are usually used in uninhabited areas.,-1,0.013449520164581289,0.003604807426261041
00496_8#00496_8_7,00496,00496_8,00496_8_7,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Cluster bombs are humane in their capacity to prevent war,-1,0.4164392082424775,0.051574812071837714
00496_8#00496_8_8,00496,00496_8,00496_8_8,An international ban on cluster bombs is justified. The US was not wrong to reject it.,"Cluster bombs"" bright colors attractive to children",1,0.009685143323305051,0.0008299979639079816
00496_8#00496_8_9,00496,00496_8,00496_8_9,An international ban on cluster bombs is justified. The US was not wrong to reject it.,"Demeaning cluster bombs is dangerous, costs lives",1,0.016155800106655897,0.1759573419699888
00505_8#00505_8_1,00505,00505_8,00505_8_1,The United States NSAs warrantless wiretapping program was justified.,Broad presidential powers are limited by the 1978 FISA bill:,-1,0.00013045272890001544,0.0014801242609910853
00505_8#00505_8_10,00505,00505_8,00505_8_10,The United States NSAs warrantless wiretapping program was justified.,FISA is a demonstration of Congressional authority in regulating Presidential powers on surveillance issues,-1,0.00015978936585243954,0.013766338677356863
00505_8#00505_8_11,00505,00505_8,00505_8_11,The United States NSAs warrantless wiretapping program was justified.,"A ""state of war"" is not ""blank check"" for the executive; it includes checks and balances:",-1,0.014911948722666931,0.0005833761234626447
00505_8#00505_8_13,00505,00505_8,00505_8_13,The United States NSAs warrantless wiretapping program was justified.,The Presidents Article II powers provide an exception to the warrant requirement that is unassailable by Congress:,1,0.07812984968419619,0.013854116456968707
00505_8#00505_8_16,00505,00505_8,00505_8_16,The United States NSAs warrantless wiretapping program was justified.,Congress has Article I Section 8 Constitutional authority over national security:,-1,0.0015063526324934984,0.012598871389480024
00505_8#00505_8_17,00505,00505_8,00505_8_17,The United States NSAs warrantless wiretapping program was justified.,"Executive power and authority, even in matters of national security, is weakened by disagreement or non-participation with Congress or the Courts:",-1,0.3422074092678859,0.004525776390875128
00505_8#00505_8_2,00505,00505_8,00505_8_2,The United States NSAs warrantless wiretapping program was justified.,"Congressional involvement and ""checks and balances"" is a national security imperative:",-1,4.872451421885247e-05,0.032469057469109684
00505_8#00505_8_6,00505,00505_8,00505_8_6,The United States NSAs warrantless wiretapping program was justified.,"No court precedent supports President Bushs theory that FISA impedes on the executives ""inherent powers"".",-1,0.05060094070493205,0.0006561981042186001
00505_8#00505_8_8,00505,00505_8,00505_8_8,The United States NSAs warrantless wiretapping program was justified.,"The NSA program is consistent with the Presidents ""inherent powers"":",1,0.0018744816559867743,0.6943400683371144
00553_3#00553_3_1,00553,00553_3,00553_3_1,Random breath tests for drivers are a good idea.,"Random breath testing doesn""t necessarily lower drunk driving",-1,0.8930824059676808,0.03408447328591197
00553_3#00553_3_10,00553,00553_3,00553_3_10,Random breath tests for drivers are a good idea.,"Most drunk drivers aren""t caught through random breath tests.",-1,0.9510340268359929,0.008054830826560532
00553_3#00553_3_2,00553,00553_3,00553_3_2,Random breath tests for drivers are a good idea.,Everyone knows drunk driving is wrong.,-1,0.30768107117847027,0.028200054674261326
00553_3#00553_3_3,00553,00553_3,00553_3_3,Random breath tests for drivers are a good idea.,Little evidence random alcohol tests deter drunk driving.,-1,0.30572603652844127,0.003419810488418582
00553_3#00553_3_4,00553,00553_3,00553_3_4,Random breath tests for drivers are a good idea.,RBT has been successful in countries that implement it,1,0.0018945975434426388,0.28832140053754446
00553_3#00553_3_5,00553,00553_3,00553_3_5,Random breath tests for drivers are a good idea.,Random breath tests help deter drunk driving,1,0.30207704555251746,0.6934523056349163
