argid,propid,text,ie
01151,01151_18_3,Government-funded universal health care would violate patient privacy,"[[""Government-funded universal health care"", ""would violate"", ""patient privacy""], [""Government"", ""funded"", ""universal health care""]]"
01151,01151_18_4,Universal health care violates individual freedom and responsibility,"[[""Universal health care"", ""violates"", ""individual responsibility""], [""Universal health care"", ""violates"", ""individual freedom""]]"
01151,01151_18_5,Health care is a basic human right or entitlement,"[[""Health care"", ""is"", ""a basic human right or entitlement""]]"
01151,01151_18_6,"Universal health care is a legitimate ""burden"" on the tax payer.","[[""Universal health care"", ""is"", ""a legitimate \""burden\"" on the tax payer""]]"
01151,01151_18_7,People leading healthy lives will be burdened by the unhealthy,"[[""People leading healthy lives"", ""will be burdened"", ""by the unhealthy""], [""People"", ""leading"", ""healthy lives""]]"
01151,01151_18_8,"Whether universal health care is a legitimate ""burden"" on the tax payer should be considered inconsequential.","[[""universal health care"", ""is"", ""a legitimate \""burden\"" on the tax payer""]]"
01151,01151_18_9,Government-funded universal health care is no right,"[[""Government-funded universal health care"", ""is"", ""no right""], [""Government"", ""funded"", ""universal health care""]]"
01190,01190_1,"Gene patents, particularly related to food and agricultural products, are a good idea.","[[""Gene patents , particularly related to agricultural products"", ""are"", ""a good idea""], [""Gene patents"", ""related"", ""to agricultural products""], [""Gene patents , particularly related to food"", ""are"", ""a good idea""], [""Gene patents"", ""related"", ""to food""]]"
01190,01190_1_1,Little evidence exists that gene patents hurt research,"[[""gene patents"", ""hurt"", ""research""], [""Little evidence"", ""exists""]]"
01190,01190_1_10,"Patent licenses are very costly, impair R and D","[[""Patent licenses"", ""are"", ""very costly"", ""D""], [""Patent licenses"", ""are"", ""very costly""]]"
01190,01190_1_2,Gene patents allow others to use and profit-from invention,"[[""Gene patents"", ""allow"", ""profit - from invention""], [""others"", ""to use""], [""Gene patents"", ""allow"", ""others to use""]]"
01190,01190_1_3,Gene patent are a necessary evil.,"[[""Gene patent"", ""are"", ""a necessary evil""]]"
01190,01190_1_4,Gene patenting can violate freedom of thought.,"[[""Gene patenting"", ""can violate"", ""freedom of thought""]]"
01190,01190_1_5,Gene patent monopolies impair research and development,[]
01190,01190_1_6,Gene patents impair research on diseases,"[[""Gene patents"", ""impair"", ""research on diseases""]]"
01190,01190_1_7,Gene patenting invites malicious lawsuits from patent-holders,"[[""Gene patenting"", ""invites"", ""malicious lawsuits from patent-holders""]]"
01190,01190_1_8,Patents provide incentive for R&D investment in product,"[[""Patents"", ""provide"", ""incentive for R&D investment in product""]]"
01190,01190_1_9,Gene patents do not offer monopoly power to inventors,"[[""Gene patents"", ""do not offer"", ""monopoly power"", ""to inventors""]]"
00138,00138_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"[[""Israels invasion of Gaza"", ""was justified""]]"
00138,00138_2_1,Israel need not work with the illegitimate Hamas regime,"[[""Israel"", ""need not work"", ""with the illegitimate Hamas regime""]]"
00138,00138_2_2,Israeli strikes ignore history; no military solution with Palestinians,"[[""Israeli strikes"", ""ignore"", ""history""]]"
00138,00138_2_3,"Israeli attacks in Gaza undermine peace process, long-term security","[[""Israeli attacks in Gaza"", ""undermine"", ""peace process, long-term security""]]"
00138,00138_2_4,Israeli attacks may force Hamas to accept a more durable ceasefire,"[[""Hamas"", ""to accept"", ""a more durable ceasefire""], [""Israeli attacks"", ""may force"", ""Hamas"", ""to accept a more durable ceasefire""]]"
00138,00138_2_5,Defeating Hamas is key to long-term Israeli/Palestinian solution,"[[""Defeating Hamas"", ""is"", ""key to long-term Israeli/Palestinian solution""]]"
00138,00138_2_7,Hamas was democratically elected; Israel must make peace with them,"[[""Hamas"", ""was democratically elected""], [""Israel"", ""must make"", ""peace"", ""with them""]]"
00178,00178_3,The American Jobs Act is good.,"[[""The American Jobs Act"", ""is"", ""good""]]"
00178,00178_3_1,Jobs Act should include more for the long-term unemployed.,"[[""Jobs Act"", ""should include"", ""more""]]"
00178,00178_3_2,"Jobs Act rebalances tax code between wealthy, middle class.","[[""Jobs Act"", ""rebalances"", ""tax code between wealthy, middle class""]]"
00178,00178_3_3,"Jobs Act ends egregious tax cuts, loop holes for wealthiest.","[[""Jobs Act"", ""ends"", ""egregious tax cuts, loop holes for wealthiest""]]"
00178,00178_3_4,"American Jobs Act cuts payroll tax, relieves working families.","[[""American Jobs Act"", ""relieves"", ""working families""], [""American Jobs Act"", ""cuts"", ""payroll tax""]]"
00178,00178_3_5,Rebuilding middle class worth increasing taxes on wealthiest,[]
00178,00178_3_6,Jobs Act focuses subsidies on those needing them most.,"[[""those"", ""needing"", ""them"", ""most""], [""Jobs Act"", ""focuses"", ""subsidies on those""]]"
00178,00178_3_7,Jobs Act is class warfare; taking hard-earned money.,"[[""Jobs Act"", ""is"", ""class warfare; taking hard-earned money""]]"
00213,00213_4,Military tribunals in the US were justified.,"[[""Military tribunals in the US"", ""were justified""]]"
00213,00213_4_1,"As a result, most defendants are unlikely to have civilian attorneys","[[""most defendants"", ""to have"", ""civilian attorneys""], [""most defendants"", ""are"", ""unlikely to have civilian attorneys""]]"
00213,00213_4_3,"An ""extraordinary"" emergency may call for circumvented certain more ordinary legal procedures:","[[""An \""extraordinary\"" emergency"", ""may call"", ""for circumvented certain more ordinary legal procedures""]]"
00213,00213_4_7,"(<- counter) Opinion that there are never ""extraordinary"" circumstances that justify setting aside certain ordinary legal procedures: On Ex Parte Milligan","[[""extraordinary\"" circumstances"", ""justify"", ""setting aside certain ordinary legal procedures""], [""\"" extraordinary \"" circumstances that justify setting aside certain ordinary legal procedures"", ""never are""]]"
00213,00213_4_8,Unfair supply of attorneys:,[]
00246,00246_8,The farming and consumption of veal is acceptable.,"[[""consumption of veal"", ""is"", ""acceptable""], [""The farming"", ""is"", ""acceptable""]]"
00246,00246_8_1,Veal is low in fat,"[[""Veal"", ""is"", ""low"", ""in fat""]]"
00246,00246_8_2,Veal is easy and fast to cook,"[[""Veal"", ""is"", ""fast to cook""], [""Veal"", ""to cook""], [""Veal"", ""is"", ""easy to cook""]]"
00246,00246_8_3,Veal calves require antibiotics and medicine that are passed onto consumers,"[[""medicine"", ""are passed"", ""onto consumers""], [""Veal calves"", ""require"", ""medicine that are passed onto consumers""], [""antibiotics"", ""are passed"", ""onto consumers""], [""Veal calves"", ""require"", ""antibiotics that are passed onto consumers""]]"
00246,00246_8_4,Veal tastes very nice.,[]
00262,00262_4,EU arms sales to China are justifiable.,"[[""EU arms sales to China"", ""are"", ""justifiable""]]"
00262,00262_4_1,"The current arms ban is purely symbolic, as China is already able to buy a range of military items from Europe.","[[""China"", ""to buy"", ""a range of military items from Europe""], [""China"", ""is"", ""already"", ""able to buy a range of military items from Europe""], [""The current arms ban"", ""is"", ""purely symbolic"", ""as China is already able to buy a range of military items from Europe""]]"
00262,00262_4_2,The arms ban is strategically effective in preventing the Chinese military from gaining access to the best modern technologies.,"[[""the Chinese military"", ""from gaining"", ""access to the best modern technologies""], [""The arms ban"", ""is"", ""strategically effective in preventing the Chinese military from gaining access to the best modern technologies""]]"
00262,00262_4_3,China poses a threat to regional and international peace and should not be encouraged and helped by European arms sales.,"[[""China"", ""poses"", ""a threat to international peace""], [""China"", ""poses"", ""a threat to regional peace""], [""China"", ""helped""], [""China"", ""should not be encouraged""]]"
00262,00262_4_4,Lifting the arms ban will strengthen China militarily.,"[[""Lifting the arms ban"", ""will strengthen militarily"", ""China""]]"
00262,00262_4_5,Lifting the arms ban will not strengthen China militarily.,"[[""Lifting the arms ban"", ""will not strengthen militarily"", ""China""]]"
00347,00347_3,Pornography does offer a valuable public service.,"[[""Pornography"", ""does offer"", ""a valuable public service""]]"
00347,00347_3_1,Modern porn increasingly crosses fantasy-reality boundary,"[[""Modern porn"", ""crosses"", ""fantasy-reality boundary""]]"
00347,00347_3_2,Pornography normalizes aberrant sexual behavior,"[[""Pornography"", ""normalizes"", ""aberrant sexual behavior""]]"
00347,00347_3_3,Pornography increases likelihood of breakup/divorce,[]
00347,00347_3_4,Pornography encourages promiscuity and shallow relationships.,"[[""Pornography"", ""encourages"", ""shallow relationships""], [""Pornography"", ""encourages"", ""promiscuity""]]"
00347,00347_3_5,Watching pornography can amount to adultery,"[[""Watching pornography"", ""can amount"", ""to adultery""]]"
00347,00347_3_6,Pornography does not count as adultery.,"[[""Pornography"", ""does not count""]]"
00347,00347_3_7,Porn is no substitute for gratification of relationships.,"[[""Porn"", ""is no substitute for"", ""gratification""], [""Porn"", ""is"", ""no substitute for gratification of relationships""]]"
00347,00347_3_8,Porn degrades human romance to mere sex.,"[[""Porn"", ""degrades"", ""human romance"", ""to mere sex""]]"
00354,00354_1,Socialism is a superior form of government.,"[[""Socialism"", ""is"", ""a superior form of government""]]"
00354,00354_1_1,Socialism seeks social justice.,"[[""Socialism"", ""seeks"", ""social justice""]]"
00354,00354_1_2,Socialism is ideal for protecting human rights.,"[[""Socialism"", ""is"", ""ideal for protecting human rights""]]"
00354,00354_1_3,"""Collective Good"" is a category error.","[[""Collective Good"", ""is"", ""a category error""]]"
00354,00354_1_4,Socialist leadership cannot protect human rights effectively.,"[[""Socialist leadership"", ""can not protect effectively"", ""human rights""]]"
00355,00355_1,Extraordinary rendition is justified in fighting terrorism.,"[[""Extraordinary rendition"", ""is justified"", ""in fighting terrorism""]]"
00355,00355_1_1,It violates the United Nations Convention Against Torture (UNCAT) Article 3,"[[""It"", ""violates"", ""the United Nations Convention Against Torture""]]"
00355,00355_1_2,"Torture is usually counterproductive,","[[""Torture"", ""is"", ""usually"", ""counterproductive""]]"
00355,00355_1_3,Mental pain and suffering caused,"[[""Mental suffering"", ""caused""], [""Mental pain"", ""caused""]]"
00355,00355_1_4,The threat of terrorism is too large to ignore;,"[[""The threat of terrorism"", ""to ignore""], [""The threat of terrorism"", ""is"", ""too large to ignore""]]"
00355,00355_1_5,Unethical.,[]
00389,00389_6,Needle exchanges are a good idea. They do improve public health/safety.,"[[""Needle exchanges"", ""are"", ""a good idea""], [""They"", ""do improve"", ""public health/safety""]]"
00389,00389_6_1,Needle exchanges can help create treatment awareness,"[[""Needle exchanges"", ""can help create"", ""treatment awareness""], [""Needle exchanges"", ""can help"", ""create treatment awareness""]]"
00389,00389_6_2,Many needle exchanges do not try to change drug-addict behavior,"[[""Many needle exchanges"", ""do not try to change"", ""drug-addict behavior""], [""Many needle exchanges"", ""do not try"", ""to change drug-addict behavior""]]"
