pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct,abduct_3_else
01012_9#01012_9_11,01012,01012_9,01012_9_11,Wikipedia is a reliable and socially beneficial resource.,Trust in Britannicas credentials over Wikipedia is misplaced; human error in both.,1,0.00016757051344029605,0.0009450139477849007,0.9988874793052673
00496_5#00496_5_1,00496,00496_5,00496_5_1,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Banning class of weapons never undermines state security,1,9.796135418582708e-05,3.784881118917838e-05,0.9998641014099121
00496_5#00496_5_3,00496,00496_5,00496_5_3,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Cluster bombs have a substantial military value in wars,-1,6.53242168482393e-05,1.2115520803490654e-05,0.999922513961792
00537_10#00537_10_4,00537,00537_10,00537_10_4,The Second Amendment does confer an individual right to bear arms.,"The people"" in the Second Amendment refers to a collective right to arms",-1,4.869734766543843e-05,6.201056385179982e-05,0.9998892545700073
00696_8#00696_8_4,00696,00696_8,00696_8_4,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,The EU Emissions Trading System is a success,1,8.08393961051479e-05,2.2154599719215184e-05,0.9998970031738281
00696_8#00696_8_6,00696,00696_8,00696_8_6,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,US cap-and-trade systems:,1,0.00016772506933193654,2.3536411390523426e-05,0.9998088479042053
00696_8#00696_8_8,00696,00696_8,00696_8_8,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,The Chicago Climate Exchange is a success:,1,0.00011385344987502322,0.0002032506454270333,0.9996829032897949
00875_7#00875_7_1,00875,00875_7,00875_7_1,Googles decision to stop censoring results in China was justified.,Google has a right to disobey Chinese laws and leave.,1,8.329455886268988e-05,2.523881266824901e-05,0.9998914003372192
00875_7#00875_7_3,00875,00875_7,00875_7_3,Googles decision to stop censoring results in China was justified.,"To do business in China, Google must abide by censorship laws",-1,0.00011144870222778991,2.0342262359918095e-05,0.9998681545257568
00915_3#00915_3_5,00915,00915_3,00915_3_5,The United States NSAs warrantless wiretapping program was justified.,Other means have uncovered the same evidence revealed by the NSA program:,-1,0.00011481817637104541,1.490594422648428e-05,0.9998703002929688
01014_2#01014_2_2,01014,01014_2,01014_2_2,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only is too expensive for so few results,-1,4.4190743210492656e-05,6.0148486227262765e-05,0.9998955726623535
00231_7#00231_7_3,00231,00231_7,00231_7_3,Crime cameras are a good idea for cities around the world and in New Orleans.,Too few crime cameras are working to fight/deter crime,-1,0.00013628746091853827,8.656186400912702e-05,0.9997771382331848
00586_1#00586_1_5,00586,00586_1,00586_1_5,Abstinence-only education is a better idea than comprehensive sex education.,Telling teens to abstain from sex makes them want it more,-1,0.0001180258477688767,5.7221539464080706e-05,0.9998248219490051
00586_1#00586_1_6,00586,00586_1,00586_1_6,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex-ed often ignores abstinence as an option,1,5.794996104668826e-05,3.5297005524626e-05,0.9999067783355713
00586_1#00586_1_8,00586,00586_1,00586_1_8,Abstinence-only education is a better idea than comprehensive sex education.,Unglamorous sex-ed does not encourage sex.,-1,0.00010312027006875724,0.0006313916528597474,0.9992654919624329
01026_8#01026_8_9,01026,01026_8,01026_8_9,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Hamas is not a ""victim"" of ""excessive"" Israeli force",1,8.904536662157625e-05,4.251052814652212e-05,0.9998683929443359
00758_10#00758_10_1,00758,00758_10,00758_10_1,"A progressive tax system is preferred to, for example, a flat tax.",Rich pay bulk of taxes because they earn bulk of national income,1,0.006229249760508537,0.008928303606808186,0.9848424196243286
00758_10#00758_10_2,00758,00758_10,00758_10_2,"A progressive tax system is preferred to, for example, a flat tax.","Wealthy benefit more from system, so owe a greater tax debt",1,0.06358826905488968,0.002931184135377407,0.9334805607795715
00758_10#00758_10_8,00758,00758_10,00758_10_8,"A progressive tax system is preferred to, for example, a flat tax.",Flat tax fairly has wealthy pay proportionally more in taxes.,-1,0.9761122465133667,0.00026650639483705163,0.023621290922164917
00758_10#00758_10_9,00758,00758_10,00758_10_9,"A progressive tax system is preferred to, for example, a flat tax.",Progressive taxes are unfair to the short-lived high earner,-1,0.00021245366951916367,6.066361675038934e-05,0.9997268319129944
00875_3#00875_3_8,00875,00875_3,00875_3_8,Googles decision to stop censoring results in China was justified.,Google ceasing censorship in China was a win for human rights,1,0.0005691203405149281,1.0852661034732591e-05,0.9994200468063354
00981_1#00981_1_1,00981,00981_1,00981_1_1,A two-party system is preferable to a multi-party system.,Threat of losing office in multi-party system encourages compromise.,-1,0.0004944439860992134,2.2619169612880796e-05,0.9994828701019287
00454_5#00454_5_2,00454,00454_5,00454_5_2,Barack Obama is justified in his willingness to talk to foreign leaders without preconditions.,Obamas conditionless meetings would involve diplomatic preparations,1,3.444371395744383e-05,3.039849798369687e-05,0.9999351501464844
00454_5#00454_5_6,00454,00454_5,00454_5_6,Barack Obama is justified in his willingness to talk to foreign leaders without preconditions.,Obama has not changed positions on meeting hostile leaders,1,3.792726784013212e-05,3.3774253097362816e-05,0.99992835521698
00562_3#00562_3_6,00562,00562_3,00562_3_6,"""Graduated response"" policies for unlawful P2P file sharing are justified.",Graduated response relies on mere accusations w/o due process.,-1,6.94789705448784e-05,4.944041938870214e-05,0.9998810291290283
00586_5#00586_5_3,00586,00586_5,00586_5_3,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only rightly teaches saving sex for marriage,1,5.637486174236983e-05,4.2636398575268686e-05,0.9999009370803833
00930_1#00930_1_2,00930,00930_1,00930_1_2,A guest worker immigration reform program is a good idea for the United States...,Sen. Bill Frist (R-TN),-1,0.0001155346108134836,1.74669548869133e-05,0.9998669624328613
01181_2#01181_2_7,01181,01181_2,01181_2_7,Storing nuclear waste in underground repositories is a good idea.,"Whether for/against nuclear energy, storing waste safely is important.",1,0.001950957695953548,3.518891389830969e-05,0.9980138540267944
00231_5#00231_5_1,00231,00231_5,00231_5_1,Crime cameras are a good idea for cities around the world and in New Orleans.,Crime cameras help catch criminals and get them off the street,1,0.004542566370218992,4.199811155558564e-05,0.995415449142456
00231_5#00231_5_3,00231,00231_5,00231_5_3,Crime cameras are a good idea for cities around the world and in New Orleans.,Crime camera evidence is very rarely used in court cases.,-1,0.00019391605746932328,9.587893873685971e-05,0.9997101426124573
00537_15#00537_15_1,00537,00537_15,00537_15_1,The Second Amendment does confer an individual right to bear arms.,The United States Court of Appeals for the Fifth Circuit stated in 2001 that,1,0.000151962653035298,3.577425377443433e-05,0.9998123049736023
00567_4#00567_4_6,00567,00567_4,00567_4_6,The US and NATO mission in Libya is legal and justifiable.,Qadhafi showed will to kill and abuse civilians in mass,1,0.00011054792412323877,3.519075835356489e-05,0.999854326248169
00758_19#00758_19_3,00758,00758_19,00758_19_3,"A progressive tax system is preferred to, for example, a flat tax.",Capital is created on assumption of ownership; contrary to progressivism,-1,0.026785198599100113,0.03999016061425209,0.9332246780395508
00138_3#00138_3_4,00138,00138_3,00138_3_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Blockade was legitimate defense, despite ""occupier responsibility""",1,0.00019433004490565509,1.3329101420822553e-05,0.9997923970222473
00138_3#00138_3_7,00138,00138_3,00138_3_7,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Palestinians, not Israeli blockade, are to blame for failed Gaza economy",1,0.0020749594550579786,1.6461573977721855e-05,0.9979087114334106
00272_8#00272_8_1,00272,00272_8,00272_8_1,Male circumcision is beneficial and/or ethically sound.,Women preferring circumcised men suffer from cultural ills,-1,7.003199425525963e-05,0.00011448517761891708,0.9998154044151306
00272_8#00272_8_4,00272,00272_8,00272_8_4,Male circumcision is beneficial and/or ethically sound.,Women prefer the appearance of a circumcised penis.,1,0.00046495741116814315,0.000419481162680313,0.999115526676178
00272_8#00272_8_7,00272,00272_8,00272_8_7,Male circumcision is beneficial and/or ethically sound.,Uncircumcised penis better stimulates women to orgasm,-1,0.00025812865351326764,0.00016904561198316514,0.9995728135108948
00566_2#00566_2_3,00566,00566_2,00566_2_3,Marriage is good.,It is fallacious to presume that marriage as an institution is what provides a stable home environment for a child.,-1,0.00013301595754455775,6.749141175532714e-05,0.9997995495796204
00677_3#00677_3_8,00677,00677_3,00677_3_8,Civil unions are the superior alternative to gay marriage.,"Civil unions are not ""separate, but unequal"" if heterosexuals can do it",1,0.00011122311116196215,0.00016812248213682324,0.9997206330299377
01127_6#01127_6_1,01127,01127_6,01127_6_1,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Long weightless travel to Mars would weaken Astronauts bodies,-1,0.00019081121718045324,0.00012933350808452815,0.9996799230575562
01127_6#01127_6_3,01127,01127_6,01127_6_3,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Solar radiation is no major danger to Mars astronauts.,1,0.00019605402485467494,5.60829539608676e-05,0.9997478127479553
01127_6#01127_6_6,01127,01127_6,01127_6_6,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Many astronauts are willing to assume risks of Mars Mission,1,0.00012108209193684161,6.26586697762832e-05,0.9998162388801575
01127_6#01127_6_7,01127,01127_6,01127_6_7,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Risks of mission to Mars are better assumed by robots,-1,0.002115862211212516,0.0013904132647439837,0.9964936375617981
01127_6#01127_6_8,01127,01127_6,01127_6_8,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Martian dust is a major risk to a manned mission,-1,9.866539039649069e-05,3.333192944410257e-05,0.9998679161071777
01127_6#01127_6_9,01127,01127_6,01127_6_9,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Mars will subject spacemen to high levels of radiation,-1,9.47440494201146e-05,0.0002787209232337773,0.9996265172958374
01190_5#01190_5_11,01190,01190_5,01190_5_11,"Gene patents, particularly related to food and agricultural products, are a good idea.","Gene sequences can be discovered and mapped, but not invented",-1,0.0004995862254872918,2.6320765755372122e-05,0.9994741082191467
00837_1#00837_1_1,00837,00837_1,00837_1_1,"Gene patents, particularly related to food and agricultural products, are a good idea.",Gene patents allow others to use and profit-from invention,1,0.0008544865995645523,8.351808901352342e-06,0.9991372227668762
00837_1#00837_1_5,00837,00837_1,00837_1_5,"Gene patents, particularly related to food and agricultural products, are a good idea.","Patent licenses are very costly, impair R and D",-1,5.274148134049028e-05,2.2728912881575525e-05,0.9999245405197144
01012_17#01012_17_1,01012,01012_17,01012_17_1,Wikipedia is a reliable and socially beneficial resource.,Wikipedias consensus model smothers cranks and mis-informants with reasonable minds.,1,0.0001389067037962377,0.0007399460300803185,0.9991211295127869
01190_2#01190_2_5,01190,01190_2,01190_2_5,"Gene patents, particularly related to food and agricultural products, are a good idea.",Gene patents imagine R&D only done by private companies,-1,6.467885395977646e-05,1.4504225873679388e-05,0.9999207258224487
00446_4#00446_4_4,00446,00446_4,00446_4_4,UN Convention on the Rights of Migrant Workers and their Families is good.,"Nation-states are a fabrication, should not constrain migration",1,0.00012698800128418952,4.042251021019183e-05,0.9998326301574707
00926_4#00926_4_3,00926,00926_4,00926_4_3,Nations are justified in nationalizing failing banks in the 2009/2009 economic crisis.,"It doesn""t matter who has the toxic assets.",-1,0.0002625225461088121,0.00013146390847396106,0.9996060729026794
00537_2#00537_2_1,00537,00537_2,00537_2_1,The Second Amendment does confer an individual right to bear arms.,"In modern America, the right to bear arms still helps check government power",1,0.00018393024220131338,0.00010686495079426095,0.9997091889381409
00586_9#00586_9_4,00586,00586_9,00586_9_4,Abstinence-only education is a better idea than comprehensive sex education.,Schools are obligated to help teach kids about their sexuality,-1,8.772971341386437e-05,0.0004428391985129565,0.9994694590568542
00586_9#00586_9_6,00586,00586_9,00586_9_6,Abstinence-only education is a better idea than comprehensive sex education.,Parents prefer more modest abstinence-only sex-ed,1,0.0008294525323435664,0.0020797185134142637,0.9970908164978027
