pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_any
00696_5#00696_5_6,00696,00696_5,00696_5_6,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,The market does a better job of directing investments in the best green technologies:,1,0.0009847714714071015
00696_5#00696_5_7,00696,00696_5,00696_5_7,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax would shock consumers into needed behavioral changes.,-1,0.0
00696_5#00696_5_8,00696,00696_5,00696_5_8,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax addresses carbon emissions in all industries:,-1,0.0
00696_5#00696_5_9,00696,00696_5,00696_5_9,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A cap-and-trade system is vulnerable to companies tricking the system by polluting heavily before the system begins:,-1,0.0039142252258868035
00769_2#00769_2_1,00769,00769_2,00769_2_1,This House believes that the pen is mightier than the sword.,An eye for an eye makes the whole world blind.,1,6.755709082394517e-07
00769_2#00769_2_2,00769,00769_2,00769_2_2,This House believes that the pen is mightier than the sword.,Quick action is sometimes essential for success.,-1,0.00020869394114742646
00769_2#00769_2_3,00769,00769_2,00769_2_3,This House believes that the pen is mightier than the sword.,"Deeds, not words.",-1,0.0
00791_2#00791_2_1,00791,00791_2,00791_2_1,Atheism is a sound (un)religious philosophy in the modern world.,"Problems of religious institutions favors, by default, atheism.",1,0.0
00791_2#00791_2_10,00791,00791_2,00791_2_10,Atheism is a sound (un)religious philosophy in the modern world.,Religious institutions are a major driver of war.,1,1.1069607176259205e-05
00791_2#00791_2_11,00791,00791_2,00791_2_11,Atheism is a sound (un)religious philosophy in the modern world.,"Replace ""communism"" with ""theocracy""",1,0.0
00791_2#00791_2_12,00791,00791_2,00791_2_12,Atheism is a sound (un)religious philosophy in the modern world.,Communism is very closely linked to Atheism.,-1,0.001768369480235036
00791_2#00791_2_13,00791,00791_2,00791_2_13,Atheism is a sound (un)religious philosophy in the modern world.,"""Communism is very closely linked to Atheism""",1,0.0
00791_2#00791_2_14,00791,00791_2,00791_2_14,Atheism is a sound (un)religious philosophy in the modern world.,"Atheists criticise religious people for evangelising and ""attempting to convert people"", however, they do the same.",-1,0.002079375958379322
00791_2#00791_2_15,00791,00791_2,00791_2_15,Atheism is a sound (un)religious philosophy in the modern world.,"When atheists criticise religions for the largely negative impact atheism has had on society, they are overlooking their own negative impact.",-1,4.5881226233300555e-06
00791_2#00791_2_2,00791,00791_2,00791_2_2,Atheism is a sound (un)religious philosophy in the modern world.,Acts of religious institutions are irrelevant to faith and atheism.,-1,0.0037820807782599935
00791_2#00791_2_3,00791,00791_2,00791_2_3,Atheism is a sound (un)religious philosophy in the modern world.,Communism has nothing to do with atheism.,1,4.9852575791042195e-05
00979_1#00979_1_1,00979,00979_1,00979_1_1,Evolution is fact rather than fiction.,"Far from undermining so-called Darwinism, the Duck-Billed Platypus is emphatic evidence in support of it.",1,0.0008748962329334771
00979_1#00979_1_2,00979,00979_1,00979_1_2,Evolution is fact rather than fiction.,Another thought provoker for evolutionists is the development of human languages.,-1,5.124059122789853e-05
00979_1#00979_1_3,00979,00979_1,00979_1_3,Evolution is fact rather than fiction.,The Duck- billed platypus is an excellent example of a living creature which completely undermines Darwinism.,-1,0.000549982521795864
01161_5#01161_5_1,01161,01161_5,01161_5_1,Background and context.,RE: The probability that life could have arisen by chance is ridiculously small.,-1,0.0
01161_5#01161_5_10,01161,01161_5,01161_5_10,Background and context.,Poor design.,-1,0.0
01161_5#01161_5_2,01161,01161_5,01161_5_2,Background and context.,RE: proteins were the object of the test and not organisms.,-1,0.0
01161_5#01161_5_4,01161,01161_5,01161_5_4,Background and context.,"God created all things well, all defects have occurred since.",1,0.0
01161_5#01161_5_7,01161,01161_5,01161_5_7,Background and context.,The fact that proteins were the object of the test and not organisms does not disqualify the test.,1,0.0
01161_5#01161_5_9,01161,01161_5,01161_5_9,Background and context.,The probability that life could have arisen by chance is ridiculously small.,1,0.0
01250_16#01250_16_1,01250,01250_16,01250_16_1,The assassination of a dictator can be justified.,Targeted assassinations disrupt negotiations/ceasefires with militants,-1,0.0
01250_16#01250_16_10,01250,01250_16,01250_16_10,The assassination of a dictator can be justified.,Assassinations create martyrs and increase popularity of terrorist groups,-1,0.0
01250_16#01250_16_11,01250,01250_16,01250_16_11,The assassination of a dictator can be justified.,There is no evidence that assassinations effectively reduce terrorism,-1,0.3144622605222125
01250_16#01250_16_12,01250,01250_16,01250_16_12,The assassination of a dictator can be justified.,Targeted assassinations keep terrorists on-the-run and distracted,1,4.627684099968183e-05
01250_16#01250_16_13,01250,01250_16,01250_16_13,The assassination of a dictator can be justified.,Targeted assassinations disrupt and reduce terrorist attacks,1,0.07011917376952725
01250_16#01250_16_14,01250,01250_16,01250_16_14,The assassination of a dictator can be justified.,"Assassinations don""t incite terrorism; terrorists are already fully motivated",1,0.0
01250_16#01250_16_15,01250,01250_16,01250_16_15,The assassination of a dictator can be justified.,Targeted assassinations can damage the intelligence gathering of a state,-1,0.0
01250_16#01250_16_2,01250,01250_16,01250_16_2,The assassination of a dictator can be justified.,Life imprisonment better punishes a terrorist than assassination (martyrdom),-1,0.0
01250_16#01250_16_3,01250,01250_16,01250_16_3,The assassination of a dictator can be justified.,Targeted assassinations significantly disrupt terrorist organizations,1,0.0
01250_16#01250_16_4,01250,01250_16,01250_16_4,The assassination of a dictator can be justified.,Targeted assassinations have a deterrent effect on would-be terrorists,1,0.0
01250_16#01250_16_5,01250,01250_16,01250_16_5,The assassination of a dictator can be justified.,Assassinations protect publics from terrorism; even while its hard to measure,1,0.0
01250_16#01250_16_6,01250,01250_16,01250_16_6,The assassination of a dictator can be justified.,"Assassinating terrorist leaders is justified when they are ""combatants""",1,0.0
01250_16#01250_16_7,01250,01250_16,01250_16_7,The assassination of a dictator can be justified.,Targeted assassinations are consistent with international law,1,0.0
01250_16#01250_16_8,01250,01250_16,01250_16_8,The assassination of a dictator can be justified.,Assassinating terrorists only breeds greater resentment and terrorism,-1,0.0
01250_16#01250_16_9,01250,01250_16,01250_16_9,The assassination of a dictator can be justified.,"Targeted assassinations undermine norms of warfare in terrorists"" favor",-1,0.0
00007_9#00007_9_1,00007,00007_9,00007_9_1,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Enhanced interrogations undermine Americas moral legitimacy.,-1,0.0
00007_9#00007_9_2,00007,00007_9,00007_9_2,"The ""enhanced interrogation techniques"" of the Bush administration were justified.","Americans won""t tolerate lost lives for political correctness",1,0.0
00007_9#00007_9_3,00007,00007_9,00007_9_3,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Enhanced interrogations delegitimize practice of interrogation,-1,0.0
00007_9#00007_9_4,00007,00007_9,00007_9_4,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Majority of Americans believe harsh interrogations justified,1,0.14019593834340416
00007_9#00007_9_5,00007,00007_9,00007_9_5,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Enhanced interrogations foment anti-Americanism and terrorism,-1,0.0
00007_9#00007_9_6,00007,00007_9,00007_9_6,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Enhanced techniques hamper work with allies against terrorism.,-1,0.0
00120_5#00120_5_1,00120,00120_5,00120_5_1,Social networking sites are generally beneficial to our world.,Social networking sites create great opportunities for professional networking.,1,0.0001559153575129493
00120_5#00120_5_2,00120,00120_5,00120_5_2,Social networking sites are generally beneficial to our world.,Social networking sites enable individuals to move toward making face-to-face meetings:,1,4.173957498886413e-09
00120_5#00120_5_3,00120,00120_5,00120_5_3,Social networking sites are generally beneficial to our world.,Social networking sites do not allow for trusting professional relationships to be established.,-1,9.443434044615068e-05
00196_4#00196_4_1,00196,00196_4,00196_4_1,Capitalism is the superior system to socialism.,Market prices are always fair prices.,1,0.0
00196_4#00196_4_2,00196,00196_4,00196_4_2,Capitalism is the superior system to socialism.,No transaction happens in capitalism unless both parties benefit.,1,0.0
00196_4#00196_4_3,00196,00196_4,00196_4_3,Capitalism is the superior system to socialism.,Markets often go against human interests and values.,-1,0.0
00196_4#00196_4_4,00196,00196_4,00196_4_4,Capitalism is the superior system to socialism.,Market prices do not reflect social cost,-1,2.2679222052988285e-06
00196_4#00196_4_5,00196,00196_4,00196_4_5,Capitalism is the superior system to socialism.,State guaranteed prices lead to shortages.,1,0.022640295590287747
00196_4#00196_4_6,00196,00196_4,00196_4_6,Capitalism is the superior system to socialism.,Payment schemes under markets are unfair.,-1,1.8753396899273198e-06
00290_12#00290_12_1,00290,00290_12,00290_12_1,The Arizona illegal immigration law is good.,Arizona law burdens immigrants who must carry papers,-1,1.9354194602270442e-07
00290_12#00290_12_2,00290,00290_12,00290_12_2,The Arizona illegal immigration law is good.,Arizona merely enforces law that aliens carry papers,1,4.033684116529042e-06
00290_12#00290_12_3,00290,00290_12,00290_12_3,The Arizona illegal immigration law is good.,Being forced to show papers in Arizona is no big deal,1,0.0025893727941207977
00290_12#00290_12_4,00290,00290_12,00290_12_4,The Arizona illegal immigration law is good.,Nothing to worry about as long as you have papers.,1,1.4857515583532272e-05
00423_12#00423_12_1,00423,00423_12,00423_12_1,The bombing of Hiroshima and Nagasaki was justified.,Conventional bombs would have been more moral,-1,0.0
00423_12#00423_12_2,00423,00423_12,00423_12_2,The bombing of Hiroshima and Nagasaki was justified.,Conventional bombs would not kill so many people.,-1,0.0
00423_12#00423_12_3,00423,00423_12,00423_12_3,The bombing of Hiroshima and Nagasaki was justified.,Conventional bombs would not have forced a surrender,1,0.0
00458_2#00458_2_1,00458,00458_2,00458_2_1,A no fly zone over Libya is a good idea.,No-fly zone does not include putting troops on the ground.,1,3.613548516599291e-06
00458_2#00458_2_2,00458,00458_2,00458_2_2,A no fly zone over Libya is a good idea.,No fly zone would create expectation of help elsewhere.,-1,0.0
00458_2#00458_2_3,00458,00458_2,00458_2_3,A no fly zone over Libya is a good idea.,No-fly zone requires a backup-plan in case it fails,-1,2.1215597793605832e-06
00458_2#00458_2_4,00458,00458_2,00458_2_4,A no fly zone over Libya is a good idea.,Libyan no-fly zone would evolve into larger military engagement,-1,1.696555246521264e-06
00458_2#00458_2_5,00458,00458_2,00458_2_5,A no fly zone over Libya is a good idea.,No-fly zone does not require bombing Libyan air bases.,1,6.084322654665997e-07
00458_2#00458_2_6,00458,00458_2,00458_2_6,A no fly zone over Libya is a good idea.,"No-fly zone sends message: world won""t tolerate tyranny",1,5.741509060044415e-06
00458_2#00458_2_7,00458,00458_2,00458_2_7,A no fly zone over Libya is a good idea.,Past No-fly zones have led to further military intervention,-1,7.412138571411569e-08
00494_3#00494_3_1,00494,00494_3,00494_3_1,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops are more community-focused than insurance companies,1,0.0005254513817953206
00494_3#00494_3_2,00494,00494_3,00494_3_2,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Health insurance co-ops can scale to compete with private insurers,1,0.000180565378724344
00494_3#00494_3_3,00494,00494_3,00494_3_3,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops can scale in a decentralized and community-focused manner.,1,0.0
00494_3#00494_3_4,00494,00494_3,00494_3_4,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops cannot scale to compete with insurers like public plan,-1,0.00039286217089683846
