pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_arg0,ie_conf_arg1,ie_conf_arg2,ie_conf_arg2p,ie_conf_any
00197_10#00197_10_4,00197,00197_10,00197_10_4,Australia should become a republic rather than continue as a constitutional monarchy.,A partisan head of state in a republic can be problematic.,-1,3.905982572782125e-08,5.481843429618349e-09,1.8860635774887752e-08,1.8860635774887752e-08,3.905982572782125e-08
00197_10#00197_10_5,00197,00197_10,00197_10_5,Australia should become a republic rather than continue as a constitutional monarchy.,The monarchy checks the abuse of power by the executive,-1,2.111612762820551e-09,1.0327726140850413e-10,7.149713428061826e-08,7.149713428061826e-08,7.149713428061826e-08
00197_10#00197_10_7,00197,00197_10,00197_10_7,Australia should become a republic rather than continue as a constitutional monarchy.,Australias monarchy is not really politically neutral,1,0.0,0.0,0.0,0.0,0.0
00197_10#00197_10_9,00197,00197_10,00197_10_9,Australia should become a republic rather than continue as a constitutional monarchy.,The Australian monarchy does not ensure stability,1,6.167700331623561e-06,2.1759322443767046e-06,6.490083980698783e-09,6.490083980698783e-09,6.167700331623561e-06
00201_1#00201_1_1,00201,00201_1,00201_1_1,Everyone should have to carry a national identity card.,"Identity cards are contrary to the maxim: ""the government that governs best, governs least"".",-1,1.1106337883107156e-08,1.154371432389474e-09,2.4582019768808456e-08,2.4582019768808456e-08,2.4582019768808456e-08
00201_1#00201_1_10,00201,00201_1,00201_1_10,Everyone should have to carry a national identity card.,Most national ID schemes do not take into account legitimate reasons for concealing identity.,-1,0.0,0.0,0.0,0.0,0.0
00201_1#00201_1_2,00201,00201_1,00201_1_2,Everyone should have to carry a national identity card.,"National ID cards would violate citizens"" right to privacy.",-1,1.6452868890888944e-08,1.969698117850089e-08,1.3458536868269325e-08,1.3458536868269325e-08,1.969698117850089e-08
00201_1#00201_1_3,00201,00201_1,00201_1_3,Everyone should have to carry a national identity card.,Improved enforcement of laws with identity cards will help in the analysis and enhancement of laws:,1,4.457776663379768e-09,1.0037680260302071e-10,1.2673652283240378e-08,1.2673652283240378e-08,1.2673652283240378e-08
00201_1#00201_1_4,00201,00201_1,00201_1_4,Everyone should have to carry a national identity card.,Identity cards have been used oppressively historically.,-1,0.0,0.0,0.0,0.0,0.0
00201_1#00201_1_5,00201,00201_1,00201_1_5,Everyone should have to carry a national identity card.,"Past abuse of ""identity cards"" would not occur in modern liberal democracies.",1,1.6863395397600047e-09,1.9946546643269565e-07,2.8504580993051056e-08,2.8504580993051056e-08,1.9946546643269565e-07
00201_1#00201_1_6,00201,00201_1,00201_1_6,Everyone should have to carry a national identity card.,Identity cards create too many openings to police abuse.,-1,9.00234445965251e-08,1.21208597383935e-08,2.7155628762492694e-06,2.7155628762492694e-06,2.7155628762492694e-06
00201_1#00201_1_7,00201,00201_1,00201_1_7,Everyone should have to carry a national identity card.,Identity cards are a just measure for governments to take to effectively regulate access.,1,1.6158688521120656e-06,9.738167765900048e-09,5.579961099726277e-07,5.579961099726277e-07,1.6158688521120656e-06
00201_1#00201_1_8,00201,00201_1,00201_1_8,Everyone should have to carry a national identity card.,Identity cards would place personal information under more accountable government regulation,1,0.0,0.0,0.0,0.0,0.0
00201_1#00201_1_9,00201,00201_1,00201_1_9,Everyone should have to carry a national identity card.,Law-abiding citizens should have nothing to fear from ID cards.,1,6.51675239942367e-05,0.0009401180257342599,0.0032145222113116735,0.0032145222113116735,0.0032145222113116735
00235_6#00235_6_1,00235,00235_6,00235_6_1,Jerusalem should be divided.,Countries do not recognize Jerusalem as Israeli capital.,1,0.0,0.0,0.0,0.0,0.0
00235_6#00235_6_2,00235,00235_6,00235_6_2,Jerusalem should be divided.,"1947 Arab invasion invalidated ""international"" status of Jerusalem",-1,0.0,0.0,0.0,0.0,0.0
00235_6#00235_6_3,00235,00235_6,00235_6_3,Jerusalem should be divided.,Jerusalem was intended by the UN to be a joint capital,1,0.0,0.0,0.0,0.0,0.0
00243_3#00243_3_1,00243,00243_3,00243_3_1,The international community should interfere in domestic affairs at times of humanitarian crises.,"The concept of humanitarian intervention has, almost (if not completely) exclusively, been used as a veil for self-interest",-1,0.0,0.0,0.0,0.0,0.0
00243_3#00243_3_2,00243,00243_3,00243_3_2,The international community should interfere in domestic affairs at times of humanitarian crises.,Abuse of humanitarian intervention does not disqualify it.,1,0.0,0.0,0.0,0.0,0.0
00243_3#00243_3_3,00243,00243_3,00243_3_3,The international community should interfere in domestic affairs at times of humanitarian crises.,Rhetoric of humanitarian intervention has been abused historically.,-1,0.0,0.0,0.0,0.0,0.0
00253_1#00253_1_1,00253,00253_1,00253_1_1,ICC is good. The US and other countries should join the ICC.,US Article 98 does not seek to undermine the ICC,-1,2.2312774065295702e-08,1.6809887429705006e-07,1.7441739968108655e-08,1.7441739968108655e-08,1.6809887429705006e-07
00253_1#00253_1_2,00253,00253_1,00253_1_2,ICC is good. The US and other countries should join the ICC.,ICC helps protect captured servicemen abroad,1,1.2785243008411643e-07,2.1737262272796333e-07,7.451201650526125e-08,7.451201650526125e-08,2.1737262272796333e-07
00253_1#00253_1_3,00253,00253_1,00253_1_3,ICC is good. The US and other countries should join the ICC.,ICC can try servicemen only if domestic courts do not,1,0.0,0.0,0.0,0.0,0.0
00253_1#00253_1_4,00253,00253_1,00253_1_4,ICC is good. The US and other countries should join the ICC.,Article 98 agreements help protect US citizens from ICC,-1,2.68595565933894e-07,3.6470146468741573e-09,2.731449374981184e-07,2.731449374981184e-07,2.731449374981184e-07
00253_1#00253_1_5,00253,00253_1,00253_1_5,ICC is good. The US and other countries should join the ICC.,ICC puts national servicemen abroad at risk of prosecution,-1,0.0,0.0,0.0,0.0,0.0
00328_2#00328_2_1,00328,00328_2,00328_2_1,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,BP Oil,1,0.0,0.0,0.0,0.0,0.0
00328_2#00328_2_2,00328,00328_2,00328_2_2,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,National Association of Manufacturers,1,0.0,0.0,0.0,0.0,0.0
00328_2#00328_2_22,00328,00328_2,00328_2_22,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Companies opposing or no-longer advocating drilling:,-1,0.0,0.0,0.0,0.0,0.0
00328_2#00328_2_26,00328,00328_2,00328_2_26,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,National Grange,1,0.0,0.0,0.0,0.0,0.0
00328_2#00328_2_28,00328,00328_2,00328_2_28,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,"""National Organizations Rally for ANWR""",1,0.0,0.0,0.0,0.0,0.0
00328_2#00328_2_3,00328,00328_2,00328_2_3,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,The Arctic Slope Regional Corporation (ASRC),1,0.0,0.0,0.0,0.0,0.0
00328_2#00328_2_30,00328,00328_2,00328_2_30,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Competitive Enterprise Institute,1,0.0,0.0,0.0,0.0,0.0
00387_3#00387_3_1,00387,00387_3,00387_3_1,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen fuel cell cars are noisier than electric cars,-1,7.059875875110838e-08,0.00011790750222638062,0.00015852013761161516,0.00015852013761161516,0.00015852013761161516
00387_3#00387_3_2,00387,00387_3,00387_3_2,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen is more challenging than alternatives,-1,1.608440703647746e-06,0.0006280610141898979,0.0004959780968564322,0.0004959780968564322,0.0006280610141898979
00387_3#00387_3_3,00387,00387_3,00387_3_3,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars cannot be charged at home like electric cars.,-1,9.869789575978288e-08,0.0017296743912650155,0.0014907295588681973,0.0014907295588681973,0.0017296743912650155
00387_3#00387_3_4,00387,00387_3,00387_3_4,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars are like high-performance electric cars,1,1.7398091720656038e-07,0.00024389417812994434,0.0006700580737879478,0.0006700580737879478,0.0006700580737879478
00387_3#00387_3_5,00387,00387_3,00387_3_5,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars are not a means of distracting from electric cars,1,2.503261763678907e-07,0.000696943753623041,0.0036325750404032336,0.0036325750404032336,0.0036325750404032336
00387_3#00387_3_6,00387,00387_3,00387_3_6,Hydrogen vehicles should be a major part of strategies to fight global warming.,Electric car battery technology and costs are improving rapidly,-1,0.0,0.0,0.0,0.0,0.0
00402_29#00402_29_1,00402,00402_29,00402_29_1,You should belong to the Democratic rather than Republican party.,Republican de-regulation jeopardizes citizens and consumers,1,3.4897685221815295e-10,3.0133673101408174e-10,4.658501187592499e-10,4.658501187592499e-10,4.658501187592499e-10
00402_29#00402_29_10,00402,00402_29,00402_29_10,You should belong to the Democratic rather than Republican party.,"Dems focus on regulating businesses, protecting consumers",1,3.6015875398314404e-08,3.0101488235161965e-08,3.398223481450994e-07,3.398223481450994e-07,3.398223481450994e-07
00402_29#00402_29_11,00402,00402_29,00402_29_11,You should belong to the Democratic rather than Republican party.,"Republicans radically advocate eliminating key regs, progs, depts",1,1.5004682749573425e-10,1.3682780587806801e-10,3.862704576874371e-10,3.862704576874371e-10,3.862704576874371e-10
00402_29#00402_29_12,00402,00402_29,00402_29_12,You should belong to the Democratic rather than Republican party.,"Govt cuts cause layoffs, degraded bridges, closed libraries etc",1,3.1819167546849255e-07,7.670521795492886e-09,1.6998966204711664e-06,1.6998966204711664e-06,1.6998966204711664e-06
00402_29#00402_29_13,00402,00402_29,00402_29_13,You should belong to the Democratic rather than Republican party.,Robust government has been an amazing force for good,1,2.3161750640847483e-10,5.119878093390362e-10,7.756442303686864e-09,7.756442303686864e-09,7.756442303686864e-09
00402_29#00402_29_14,00402,00402_29,00402_29_14,You should belong to the Democratic rather than Republican party.,"Reps believe govt should only do things citizens/comps can""t",-1,2.38576480456763e-07,2.9803509842115497e-08,4.707445149053681e-05,4.707445149053681e-05,4.707445149053681e-05
00402_29#00402_29_15,00402,00402_29,00402_29_15,You should belong to the Democratic rather than Republican party.,Republicans believe the best govt governs the least,-1,4.826019343227082e-07,4.7801859352567483e-08,4.807614509977318e-05,4.807614509977318e-05,4.807614509977318e-05
00402_29#00402_29_16,00402,00402_29,00402_29_16,You should belong to the Democratic rather than Republican party.,Big govt means more special interests in govt,-1,4.4133890085568604e-10,2.851762267581824e-10,4.617895144146087e-09,4.617895144146087e-09,4.617895144146087e-09
00402_29#00402_29_17,00402,00402_29,00402_29_17,You should belong to the Democratic rather than Republican party.,Difference between disliking waste and disliking government,1,0.0,0.0,0.0,0.0,0.0
00402_29#00402_29_2,00402,00402_29,00402_29_2,You should belong to the Democratic rather than Republican party.,Government waste is much smaller than Republicans allege,1,2.9696431025063316e-08,1.3355533481548003e-08,2.5173462966227498e-08,2.5173462966227498e-08,2.9696431025063316e-08
00402_29#00402_29_3,00402,00402_29,00402_29_3,You should belong to the Democratic rather than Republican party.,Govt makes longer-term investments than free markets,1,2.288830122932478e-11,3.577724875179342e-11,2.7429852310561766e-10,2.7429852310561766e-10,2.7429852310561766e-10
00402_29#00402_29_4,00402,00402_29,00402_29_4,You should belong to the Democratic rather than Republican party.,Dems believe in bigger govt at federal and state level,1,6.40663769894276e-07,9.743377966660723e-08,6.1308436196195205e-06,6.1308436196195205e-06,6.1308436196195205e-06
00402_29#00402_29_5,00402,00402_29,00402_29_5,You should belong to the Democratic rather than Republican party.,Strong govt programs are more popular than Reps allege,1,0.0,0.0,0.0,0.0,0.0
00402_29#00402_29_6,00402,00402_29,00402_29_6,You should belong to the Democratic rather than Republican party.,"Govt of, by, for the people is still a burden on people.",-1,0.0,0.0,0.0,0.0,0.0
00402_29#00402_29_7,00402,00402_29,00402_29_7,You should belong to the Democratic rather than Republican party.,Difference between disliking party policies and govt,1,0.0,0.0,0.0,0.0,0.0
00402_29#00402_29_8,00402,00402_29,00402_29_8,You should belong to the Democratic rather than Republican party.,Govt is often only thing big enough to take on biggest challenges,1,2.952976025787691e-09,1.4197385244280499e-08,1.3060884706917065e-08,1.3060884706917065e-08,1.4197385244280499e-08
00402_29#00402_29_9,00402,00402_29,00402_29_9,You should belong to the Democratic rather than Republican party.,Republicans are too suspicious and critical of government,1,7.433994133772698e-07,3.837872461991627e-06,7.675836192971804e-07,7.675836192971804e-07,3.837872461991627e-06
