pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
00250_1#00250_1_3,00250,00250_1,00250_1_3,The present international ban on trading elephant ivory should be lifted.,"Even if we could define sentience, how human-like would an animal need to be to warrant protection:",1,0.01934836412648536,0.03589259628443086
00250_1#00250_1_4,00250,00250_1,00250_1_4,The present international ban on trading elephant ivory should be lifted.,"Elephants are sentient beings, and are too similar to humans to be subject to killing:",-1,0.14102660930434538,0.2523377575694781
00273_6#00273_6_1,00273,00273_6,00273_6_1,Governments should choose open source software in order to encourage its use.,Open-source products lack innovativeness and are inferior to centrally produced products:,-1,0.9784081798445836,0.0009688900698052309
00273_6#00273_6_2,00273,00273_6,00273_6_2,Governments should choose open source software in order to encourage its use.,"The open-source ""bazaar"" approach is actually tending back toward the traditional ""cathedral"" approach, because it is superior:",-1,0.0010767423793337984,0.8816645946455528
00273_6#00273_6_3,00273,00273_6,00273_6_3,Governments should choose open source software in order to encourage its use.,"The openness of open-source software produces faster, more responsive, and more robust improvements in software:",1,0.0013715847438943605,0.9793193955693604
00273_6#00273_6_4,00273,00273_6,00273_6_4,Governments should choose open source software in order to encourage its use.,Real innovation is driven by the profit motive and comes from the knowledge that a firm can capitalize on a discovery:,-1,0.0009397632638985816,0.9324138462605805
00296_3#00296_3_1,00296,00296_3,00296_3_1,The sale of human organs should be legal.,"In an organ marketplace, the greater availability of organs will reduce the pressure on doctors to unethically remove organs from the deceased without consent.",1,0.20324239118554852,0.6422201799761522
00296_3#00296_3_2,00296,00296_3,00296_3_2,The sale of human organs should be legal.,The BMA has advocated radical revision of the inefficient system by which patients are matched to donors.,-1,0.02185599532075806,0.03852934720699991
00296_3#00296_3_3,00296,00296_3,00296_3_3,The sale of human organs should be legal.,Multi-organ retrieval teams.,-1,0.00010016299502439432,0.001961548100193277
00296_3#00296_3_4,00296,00296_3,00296_3_4,The sale of human organs should be legal.,The proposed system of presumed consent is sound and ethical.,-1,0.0004878549327004738,0.9710119614532625
00315_2#00315_2_1,00315,00315_2,00315_2_1,Iron fertilization of algae blooms should be part of plans to combat global warming.,Avoiding iron fertilization is greatest environmental injustice.,1,0.9693769608978385,0.0944070199443853
00315_2#00315_2_2,00315,00315_2,00315_2_2,Iron fertilization of algae blooms should be part of plans to combat global warming.,"If natural iron fertilization occurs, it is OK for humans to do it",1,0.1535075467200984,0.7877172770907465
00315_2#00315_2_3,00315,00315_2,00315_2_3,Iron fertilization of algae blooms should be part of plans to combat global warming.,Humans are already changing Earth; how can geoengineering be wrong?,1,0.056241104116562746,0.5301858434914578
00315_2#00315_2_4,00315,00315_2,00315_2_4,Iron fertilization of algae blooms should be part of plans to combat global warming.,Tampering with the environment to solve global warming is wrong.,-1,0.9843879424315034,0.03127959063794167
00315_4#00315_4_1,00315,00315_4,00315_4_1,Iron fertilization of algae blooms should be part of plans to combat global warming.,Phytoplankton populations have increased; no need for iron fertilization.,-1,0.9682742157705914,0.08753755742129748
00315_4#00315_4_2,00315,00315_4,00315_4_2,Iron fertilization of algae blooms should be part of plans to combat global warming.,Global warming grows phytoplankton; growing more is reckless,-1,0.8570181984305327,0.18206973797639103
00315_4#00315_4_3,00315,00315_4,00315_4_3,Iron fertilization of algae blooms should be part of plans to combat global warming.,"Global warming kills algae, worsens warming; iron fertilization helps",1,0.6611572753556919,0.9673370562587208
00315_4#00315_4_4,00315,00315_4,00315_4_4,Iron fertilization of algae blooms should be part of plans to combat global warming.,Iron fertilization would revive depleted phytoplankton populations.,1,0.08661576946311729,0.9586400917043696
00320_1#00320_1_1,00320,00320_1,00320_1_1,UN should recognize Palestinian statehood.,"Pres Carter succeeded in ME peace, supports Palestine in UN.",1,0.07237124592066975,0.8124266733455736
00320_1#00320_1_2,00320,00320_1,00320_1_2,UN should recognize Palestinian statehood.,US veto of Palestinian UN vote would undermine relationship with Arabs.,1,0.3797992008713621,0.07267602829411579
00320_1#00320_1_3,00320,00320_1,00320_1_3,UN should recognize Palestinian statehood.,US veto would undermine strategic relationship with Saudi Arabia.,1,0.024493106188952535,0.010793939891499535
00320_1#00320_1_4,00320,00320_1,00320_1_4,UN should recognize Palestinian statehood.,Americas commitment to Israeli security is unshakable.,-1,0.049802155315797396,0.10991706431134783
00320_1#00320_1_5,00320,00320_1,00320_1_5,UN should recognize Palestinian statehood.,"US supports two-state solution, but not via UN",-1,0.04181045445009865,0.03223841023730651
00388_7#00388_7_1,00388,00388_7,00388_7_1,The United States should lower its drinking age from 21 to 18.,It has failed to reduce the ailing habit of drinking...,1,0.5038814365984553,0.8816695940015866
00388_7#00388_7_2,00388,00388_7,00388_7_2,The United States should lower its drinking age from 21 to 18.,US drinking-age increases the desire for the forbidden fruit,1,0.6818483036266498,0.1739630755155306
00388_7#00388_7_3,00388,00388_7,00388_7_3,The United States should lower its drinking age from 21 to 18.,Forbidden fruit argument on alcohol fails on facts,-1,0.0392667677245742,0.5977879800862663
00388_7#00388_7_4,00388,00388_7,00388_7_4,The United States should lower its drinking age from 21 to 18.,21 drinking-age has not reduced under-age drinking,1,0.7235460284458685,0.6058136001118559
00388_7#00388_7_5,00388,00388_7,00388_7_5,The United States should lower its drinking age from 21 to 18.,18-and-over law enables teaching of responsible drinking,1,0.6736588101620694,0.4996847201381268
00388_7#00388_7_6,00388,00388_7,00388_7_6,The United States should lower its drinking age from 21 to 18.,21 drinking-age general lowers under-age drinking,-1,0.03687714733427778,0.030274971176012033
00388_7#00388_7_7,00388,00388_7,00388_7_7,The United States should lower its drinking age from 21 to 18.,Lowering the drinking age increases use and problems,-1,0.895307338541702,0.9292017451686065
00429_1#00429_1_1,00429,00429_1,00429_1_1,Ultrasounds should be mandatory before abortions.,"Ultrasounds don""t convince women against abortion.",-1,0.7849750078594393,0.018669169843408464
00429_1#00429_1_2,00429,00429_1,00429_1_2,Ultrasounds should be mandatory before abortions.,Nothing wrong with persuading women against abortion.,1,0.8939093198945289,0.11249257237159509
00429_1#00429_1_3,00429,00429_1,00429_1_3,Ultrasounds should be mandatory before abortions.,"Ultrasounds inform mothers, may reduce abortions",1,0.9127447484571678,0.4167912446261647
00429_1#00429_1_4,00429,00429_1,00429_1_4,Ultrasounds should be mandatory before abortions.,Ultrasounds forced on women who already chose abortion.,-1,0.7084910551691658,0.13103002823564572
00429_1#00429_1_5,00429,00429_1,00429_1_5,Ultrasounds should be mandatory before abortions.,Legislators arrogant thinking they can change womens mind.,-1,0.05531757839386483,0.016123053221464304
00447_2#00447_2_1,00447,00447_2,00447_2_1,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","Military should not end ""don""t ask don""t tell"" during war",-1,0.9616011335680887,0.04484756064789084
00447_2#00447_2_2,00447,00447_2,00447_2_2,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.",Gays do not undermine military readiness,1,0.6238480831552937,0.03957214607725906
00447_2#00447_2_3,00447,00447_2,00447_2_3,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.",Rationale for military ban on gays is a shifting target,1,0.025736233523630452,0.0315489200742227
00447_2#00447_2_4,00447,00447_2,00447_2_4,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell is exploited by troops to avoid combat",1,0.9185949405556506,0.04348316377172601
00447_2#00447_2_5,00447,00447_2,00447_2_5,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","""Don""t ask don""t tell"" puts commanders in compromising position",1,0.9628205985623781,0.0498295356019145
00447_2#00447_2_6,00447,00447_2,00447_2_6,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.",Unhealthy homosexuality undermines military readiness,-1,0.27962272452768666,0.00018453569696431202
00447_2#00447_2_7,00447,00447_2,00447_2_7,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.","Military should not end ""don""t ask don""t tell"" during war",-1,0.9616011335680887,0.04484756064789084
00447_2#00447_2_8,00447,00447_2,00447_2_8,"Gays should be allowed to serve openly in the US military. ""Don""t ask don""t tell"" is good policy.",Gays in the military would harm military leadership.,-1,0.7300069543495941,0.015451031258557405
00452_5#00452_5_1,00452,00452_5,00452_5_1,This House believes that downloading music and films from the Internet should be prohibited.,Downloading troubles consumers.,1,0.07421094073439077,0.0016304851981322783
00452_5#00452_5_2,00452,00452_5,00452_5_2,This House believes that downloading music and films from the Internet should be prohibited.,Ban is vital for preserving variety.,1,0.2719382010895489,0.27121285307011517
00452_5#00452_5_3,00452,00452_5,00452_5_3,This House believes that downloading music and films from the Internet should be prohibited.,Art belongs to the society.,-1,0.01559066348193848,0.003916227449778038
00452_5#00452_5_4,00452,00452_5,00452_5_4,This House believes that downloading music and films from the Internet should be prohibited.,Downloading equals inferior quality.,1,0.3140694818243575,0.9460586431804545
00452_5#00452_5_5,00452,00452_5,00452_5_5,This House believes that downloading music and films from the Internet should be prohibited.,Downloading equals free entertainment and education.,-1,0.9417538293640225,0.31263913306600194
00452_5#00452_5_6,00452,00452_5,00452_5_6,This House believes that downloading music and films from the Internet should be prohibited.,Downloading fosters creativity.,-1,0.3066245688533291,0.011845871231915056
00549_3#00549_3_1,00549,00549_3,00549_3_1,The United Kingdom should hand over the Falkland Islands to Argentina.,UK planned to give the Falkland Islands to Argentina,1,0.32642536927134874,0.3836030099987089
00549_3#00549_3_2,00549,00549_3,00549_3_2,The United Kingdom should hand over the Falkland Islands to Argentina.,Britain never relinquished its claim to the Falklands,-1,0.12288468957573094,0.6984819072029436
00549_3#00549_3_3,00549,00549_3,00549_3_3,The United Kingdom should hand over the Falkland Islands to Argentina.,"Britain did not abandon its claim, it evacuated the settlement.",-1,0.1790966489731666,0.20645996228957667
00549_3#00549_3_4,00549,00549_3,00549_3_4,The United Kingdom should hand over the Falkland Islands to Argentina.,Britain secured its rights with the Spanish in the 1771 agreement,-1,0.11724339474449316,0.1093039078943381
00549_3#00549_3_5,00549,00549_3,00549_3_5,The United Kingdom should hand over the Falkland Islands to Argentina.,The 1820-1825 Jewett/treaty story is a fallacy,-1,0.02098512118923572,0.010999042386873444
