pairid,argid,propid_to,propid_from,text_to,text_from,relation
00206_2#00206_2_12,00206,00206_2,00206_2_12,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,"Carbon emissions regulations and standards have proven an effective tool, and can be strengthened if necessary:",-1
00206_2#00206_2_2,00206,00206_2,00206_2_2,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,Standards require old generating plants to update equipment:,-1
00206_2#00206_2_3,00206,00206_2,00206_2_3,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,A carbon tax will not cause drivers to drive less:,-1
00206_2#00206_2_4,00206,00206_2,00206_2_4,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,Carbon tax market mechanisms would be more effective in reducing carbon emissions:,1
00206_2#00206_2_7,00206,00206_2,00206_2_7,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,Command-and-control regulations do create costs that incentivize reductions in carbon emissions:,-1
00206_2#00206_2_9,00206,00206_2,00206_2_9,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,Standards target and limit the worst kinds of emissions:,-1
00257_13#00257_13_1,00257,00257_13,00257_13_1,Each candidate is good.,"Jay Inslee was a prosecutor, knows and values public safety.",1
00257_13#00257_13_2,00257,00257_13,00257_13_2,Each candidate is good.,McKenna has significantly reduced meth use/crime.,-1
00257_13#00257_13_3,00257,00257_13,00257_13_3,Each candidate is good.,McKenna helped crack down on identity theft as AG.,-1
00290_5#00290_5_1,00290,00290_5,00290_5_1,The Arizona illegal immigration law is good.,Arizona immigration law causes parents to send students elsewhere,-1
00290_5#00290_5_2,00290,00290_5,00290_5_2,The Arizona illegal immigration law is good.,Arizona law will lessen the financial burden caused by illegal aliens.,1
00290_5#00290_5_3,00290,00290_5,00290_5_3,The Arizona illegal immigration law is good.,Arizona law will return jobs back to the American people.,1
00290_5#00290_5_4,00290,00290_5,00290_5_4,The Arizona illegal immigration law is good.,Arizona immigration law will damage local economy,-1
00395_5#00395_5_1,00395,00395_5,00395_5_1,Cultural globalization is a force for good.,Globalization has enabled us to solve global problems.,1
00395_5#00395_5_2,00395,00395_5,00395_5_2,Cultural globalization is a force for good.,"Institutions of global governance mean a democratic deficit,",-1
00395_5#00395_5_3,00395,00395_5,00395_5_3,Cultural globalization is a force for good.,"""Globalization can lead to state disintegration",-1
00395_5#00395_5_4,00395,00395_5,00395_5_4,Cultural globalization is a force for good.,Globalization helps democracy thrive.,1
00395_5#00395_5_5,00395,00395_5,00395_5_5,Cultural globalization is a force for good.,Globalization has made it more difficult to ensure safety and stability.,-1
00395_5#00395_5_6,00395,00395_5,00395_5_6,Cultural globalization is a force for good.,Globalization is a liberating force.,1
00395_5#00395_5_7,00395,00395_5,00395_5_7,Cultural globalization is a force for good.,"We are ""forced"" to give up national sovereignty.",-1
00396_11#00396_11_1,00396,00396_11,00396_11_1,Hunting for sport is an acceptable practice.,Animals are equal to humans in science as lifeforms on Earth,-1
00396_11#00396_11_10,00396,00396_11,00396_11_10,Hunting for sport is an acceptable practice.,There is a great moral difference between humans and animals.,1
00396_11#00396_11_11,00396,00396_11,00396_11_11,Hunting for sport is an acceptable practice.,Animal life is equivalent in value to human life,-1
00396_11#00396_11_12,00396,00396_11,00396_11_12,Hunting for sport is an acceptable practice.,"Animals have emotions, personalities, and souls just like humans",-1
00396_11#00396_11_2,00396,00396_11,00396_11_2,Hunting for sport is an acceptable practice.,Human life is of greater intrinsic value than animal life,1
00396_11#00396_11_3,00396,00396_11,00396_11_3,Hunting for sport is an acceptable practice.,From a utilitarian perspective morality should not be based on species differences,-1
00396_11#00396_11_4,00396,00396_11,00396_11_4,Hunting for sport is an acceptable practice.,Modern humans have lost touch with animals and our likeness,-1
00396_11#00396_11_5,00396,00396_11,00396_11_5,Hunting for sport is an acceptable practice.,Animals feel and suffer in very similar ways as humans,-1
00396_11#00396_11_6,00396,00396_11,00396_11_6,Hunting for sport is an acceptable practice.,Animals are superior to humans in many of their abilities,-1
00396_11#00396_11_7,00396,00396_11,00396_11_7,Hunting for sport is an acceptable practice.,Humans can do wrong so can be morally inferior to animals,-1
00396_11#00396_11_8,00396,00396_11,00396_11_8,Hunting for sport is an acceptable practice.,Human and animal differences do not justify speciism/discrimination,-1
00396_11#00396_11_9,00396,00396_11,00396_11_9,Hunting for sport is an acceptable practice.,"If humans are animals, why defy our animalistic instincts?",1
00423_6#00423_6_1,00423,00423_6,00423_6_1,The bombing of Hiroshima and Nagasaki was justified.,Dropping bombs prevented Russians from invading and occupying Japan.,1
00423_6#00423_6_2,00423,00423_6,00423_6_2,The bombing of Hiroshima and Nagasaki was justified.,Bombing Japan made world determined to never again use them,1
00423_6#00423_6_3,00423,00423_6,00423_6_3,The bombing of Hiroshima and Nagasaki was justified.,Bombing Japan initiated the Cold War arms race,-1
00423_6#00423_6_4,00423,00423_6,00423_6_4,The bombing of Hiroshima and Nagasaki was justified.,Bombing Hiroshima and Nagasaki was cynically about deterring USSR,-1
00458_3#00458_3_1,00458,00458_3,00458_3_1,A no fly zone over Libya is a good idea.,No fly zone risks downing and capturing of pilots.,-1
00458_3#00458_3_2,00458,00458_3,00458_3_2,A no fly zone over Libya is a good idea.,Risk of no-fly zone smaller than of inaction in Libya,1
00458_3#00458_3_3,00458,00458_3,00458_3_3,A no fly zone over Libya is a good idea.,Shirking no-fly zone undermines integrity of US values.,1
00458_3#00458_3_4,00458,00458_3,00458_3_4,A no fly zone over Libya is a good idea.,Doing nothing is to be complicit with Gaddafi regime.,1
00458_3#00458_3_5,00458,00458_3,00458_3_5,A no fly zone over Libya is a good idea.,"No-fly zone offers low-cost, low-risk support to rebels.",1
00458_3#00458_3_6,00458,00458_3,00458_3_6,A no fly zone over Libya is a good idea.,No-fly zone that fails to dislodge Gaddafi will look bad.,-1
00458_3#00458_3_7,00458,00458_3,00458_3_7,A no fly zone over Libya is a good idea.,No-fly zone helps limit refugees from Libyan crisis,1
00458_3#00458_3_8,00458,00458_3,00458_3_8,A no fly zone over Libya is a good idea.,Libya no fly zone could turn into Somalia disaster.,-1
00458_3#00458_3_9,00458,00458_3,00458_3_9,A no fly zone over Libya is a good idea.,No-fly zone is open-ended commitment to police Libyan airspace.,-1
00492_4#00492_4_1,00492,00492_4,00492_4_1,Obama executive order to raise the debt ceiling is good.,Normal balance of powers can be shirked during crisis.,1
00492_4#00492_4_2,00492,00492_4,00492_4_2,Obama executive order to raise the debt ceiling is good.,Article 1 gives power to Congress alone to pay debts.,-1
00492_4#00492_4_3,00492,00492_4,00492_4_3,Obama executive order to raise the debt ceiling is good.,Raising debt ceiling backed by past Pres. action.,1
00492_4#00492_4_4,00492,00492_4,00492_4_4,Obama executive order to raise the debt ceiling is good.,Unilateral action would cause no damage; no legal standing.,1
00492_4#00492_4_5,00492,00492_4,00492_4_5,Obama executive order to raise the debt ceiling is good.,"Raising debt ceiling violates Const, subject to impeachment.",-1
00492_4#00492_4_6,00492,00492_4,00492_4_6,Obama executive order to raise the debt ceiling is good.,Deadlocked Congress foregoes power to raise debt ceiling,1
00492_4#00492_4_7,00492,00492_4,00492_4_7,Obama executive order to raise the debt ceiling is good.,"Congress wouldn""t act jointly to oppose Obama raising debt ceiling.",1
00492_4#00492_4_8,00492,00492_4,00492_4_8,Obama executive order to raise the debt ceiling is good.,Risk of default/crisis justifies Obama raising debt limit,1
00492_4#00492_4_9,00492,00492_4,00492_4_9,Obama executive order to raise the debt ceiling is good.,Raising debt limit would constitute dictatorial move.,-1
00596_4#00596_4_1,00596,00596_4,00596_4_1,Multiculturalism is a better social model than assimilation.,"The pretense that ""it is just my culture"" can justify almost anything",-1
00596_4#00596_4_2,00596,00596_4,00596_4_2,Multiculturalism is a better social model than assimilation.,Multiculturalism does entail the loss of culture; that of the host country:,-1
00596_4#00596_4_3,00596,00596_4,00596_4_3,Multiculturalism is a better social model than assimilation.,Why go to live in a country if you do not accept its principles,-1
00596_4#00596_4_4,00596,00596_4,00596_4_4,Multiculturalism is a better social model than assimilation.,It is impossible to pick a single moral-cultural standard in the assimilation model.,1
00596_4#00596_4_5,00596,00596_4,00596_4_5,Multiculturalism is a better social model than assimilation.,"Multiculturalism may also utilize the term tolerance, but it could easily be suggested the appropriate term is more likely respect.",1
00596_4#00596_4_6,00596,00596_4,00596_4_6,Multiculturalism is a better social model than assimilation.,"Some cultures don""t warrant protection under multiculturalism",-1
00596_4#00596_4_7,00596,00596_4,00596_4_7,Multiculturalism is a better social model than assimilation.,Assimilation does not mean abandoning cultural distinctions,-1
00596_4#00596_4_8,00596,00596_4,00596_4_8,Multiculturalism is a better social model than assimilation.,Assimilation wrongly bans practices due to rare abuses,1
00607_11#00607_11_1,00607,00607_11,00607_11_1,Who is the better candidate for the US Presidency?,Barack Obama is no John F. Kennedy,1
00607_11#00607_11_10,00607,00607_11,00607_11_10,Who is the better candidate for the US Presidency?,Barack Obama is an uplifting and inspirational figure,-1
00607_11#00607_11_11,00607,00607_11,00607_11_11,Who is the better candidate for the US Presidency?,"Obamas ""hope"" is mostly hype",1
00607_11#00607_11_12,00607,00607_11,00607_11_12,Who is the better candidate for the US Presidency?,John McCain is trustworthy and loyal,1
00607_11#00607_11_2,00607,00607_11,00607_11_2,Who is the better candidate for the US Presidency?,Obama has articulated a better vision for America,-1
00607_11#00607_11_3,00607,00607_11,00607_11_3,Who is the better candidate for the US Presidency?,Barack Obama is a modern day JFK or Bobby Kennedy,-1
00607_11#00607_11_4,00607,00607_11,00607_11_4,Who is the better candidate for the US Presidency?,"Obama is leading a movement for change, not just a campaign",-1
00607_11#00607_11_5,00607,00607_11,00607_11_5,Who is the better candidate for the US Presidency?,McCain will put country first in solving challenges in US,1
00607_11#00607_11_6,00607,00607_11,00607_11_6,Who is the better candidate for the US Presidency?,John McCain is a patriotic war hero,1
00607_11#00607_11_7,00607,00607_11,00607_11_7,Who is the better candidate for the US Presidency?,Obamas charisma and persuasiveness help rally people around actions.,-1
00607_11#00607_11_8,00607,00607_11,00607_11_8,Who is the better candidate for the US Presidency?,Obama inspires people to become better citizens.,-1
00607_11#00607_11_9,00607,00607_11,00607_11_9,Who is the better candidate for the US Presidency?,Obama made too many campaign promises to fulfill them all,1
00643_6#00643_6_1,00643,00643_6,00643_6_1,Colonizing the Moon is a good idea.,Colonizing Moon will foster space commercialization,1
00643_6#00643_6_2,00643,00643_6,00643_6_2,Colonizing the Moon is a good idea.,Colonized Moon could export mineral resources to Earth,1
